researcher,screening_round,extract,extract_fraction,concentration,organism,biological_rep,technical_rep,auc,log_reduction_auc
SV,8,MC10-143,CRUDE,500,EC,1,2,95236,0.4343275491548753
SV,8,MC10-143,CRUDE,1000,EC,1,1,35208,0.8664873399463459
SV,8,MC10-143,CRUDE,1000,EC,1,2,35664,0.860898644365072
SV,8,MC10-143,1,0,EC,1,1,283712,-0.03974900978198708
SV,8,MC10-143,1,0,EC,1,2,283168,-0.03891547792099822
SV,8,MC10-143,1,15.625,EC,1,1,271756,-0.021050445989849453
SV,8,MC10-143,1,15.625,EC,1,2,260872,-0.0032987722610648596
SV,8,MC10-143,1,31.25,EC,1,1,241832,0.029614927909880472
SV,8,MC10-143,1,31.25,EC,1,2,234112,0.04370502037694931
SV,8,MC10-143,1,62.5,EC,1,1,228344,0.054539090992968275
SV,8,MC10-143,1,62.5,EC,1,2,232264,0.04714679440929251
SV,8,MC10-143,1,125,EC,1,1,188196,0.1385183069965472
SV,8,MC10-143,1,125,EC,1,2,197180,0.1182658332232672
SV,8,MC10-143,1,250,EC,1,1,143968,0.2548627240157617
SV,8,MC10-143,1,250,EC,1,2,160868,0.2066590330403214
SV,8,MC10-143,1,500,EC,1,1,58892,0.6430723920863919
SV,8,MC10-143,1,500,EC,1,2,95972,0.4309841501617424
SV,8,MC10-143,1,1000,EC,1,1,59096,0.6415706094883042
SV,8,MC10-143,1,1000,EC,1,2,39664,0.8147321860774883
SV,8,MC10-143,2,0,EC,1,1,282764,-0.03829542109264004
SV,8,MC10-143,2,0,EC,1,2,283964,-0.04013458964313514
SV,8,MC10-143,2,15.625,EC,1,1,259788,-0.0014903909811737304
SV,8,MC10-143,2,15.625,EC,1,2,266032,-0.01180518394018092
SV,8,MC10-143,2,31.25,EC,1,1,236548,0.03920941503648022
SV,8,MC10-143,2,31.25,EC,1,2,238332,0.0359463380460917
SV,8,MC10-143,2,62.5,EC,1,1,237936,0.036668539220496385
SV,8,MC10-143,2,62.5,EC,1,2,223032,0.06476151663965803
SV,8,MC10-143,2,125,EC,1,1,198232,0.11595493283103578
SV,8,MC10-143,2,125,EC,1,2,201820,0.10816449366354498
SV,8,MC10-143,2,250,EC,1,1,165960,0.1931252693442991
SV,8,MC10-143,2,250,EC,1,2,158016,0.21442763158541508
SV,8,MC10-143,2,500,EC,1,1,90980,0.45418276300729815
SV,8,MC10-143,2,500,EC,1,2,104164,0.3954110466218517
SV,8,MC10-143,2,1000,EC,1,1,37044,0.8444108199715143
SV,8,MC10-143,2,1000,EC,1,2,44728,0.7625492162506181
SV,8,MC10-143,3,0,EC,1,1,281844,-0.036880098330766206
SV,8,MC10-143,3,0,EC,1,2,291768,-0.051908962907804786
SV,8,MC10-143,3,15.625,EC,1,1,264856,-0.009881120310596833
SV,8,MC10-143,3,15.625,EC,1,2,270612,-0.01921835551214786
SV,8,MC10-143,3,31.25,EC,1,1,259532,-0.0010622179996870433
SV,8,MC10-143,3,31.25,EC,1,2,260484,-0.0026523567979735503
SV,8,MC10-143,3,62.5,EC,1,1,239640,0.033569384582907126
SV,8,MC10-143,3,62.5,EC,1,2,235336,0.04144032801304418
SV,8,MC10-143,3,125,EC,1,1,193408,0.1266542615143408
SV,8,MC10-143,3,125,EC,1,2,217876,0.07491930206827851
SV,8,MC10-143,3,250,EC,1,1,160264,0.20829271748403486
SV,8,MC10-143,3,250,EC,1,2,185360,0.1451126747193154
SV,8,MC10-143,3,500,EC,1,1,88616,0.4656165527974479
SV,8,MC10-143,3,500,EC,1,2,109224,0.3748106182832356
SV,8,MC10-143,3,1000,EC,1,1,36592,0.8497425482385613
SV,8,MC10-143,3,1000,EC,1,2,53156,0.6875764027506205
SV,8,MC10-143,4,0,EC,1,1,291508,-0.05152178231825992
SV,8,MC10-143,4,0,EC,1,2,304730,-0.07078651616517377
SV,8,MC10-143,4,15.625,EC,1,1,289576,-0.04863386927703562
SV,8,MC10-143,4,15.625,EC,1,2,273276,-0.023472796691805353
SV,8,MC10-143,4,31.25,EC,1,1,265836,-0.011485098045536941
SV,8,MC10-143,4,31.25,EC,1,2,250536,0.014258556204110808
SV,8,MC10-143,4,62.5,EC,1,1,222052,0.06667400632726533
SV,8,MC10-143,4,62.5,EC,1,2,209944,0.09102522807348346
SV,8,MC10-143,4,125,EC,1,1,157336,0.21630059072576716
SV,8,MC10-143,4,125,EC,1,2,151216,0.2335309496794352
SV,8,MC10-143,4,250,EC,1,1,39476,0.8167955552001017
SV,8,MC10-143,4,250,EC,1,2,41768,0.7922850152985753
SV,8,MC10-143,4,500,EC,1,1,29612,0.9416609547910703
SV,8,MC10-143,4,500,EC,1,2,19496,1.1231831793245666
SV,8,MC10-143,4,1000,EC,1,1,648,2.601553689630641
SV,8,MC10-143,4,1000,EC,1,2,520,2.6971253518664353
SV,8,MC10-143,5,0,EC,1,1,291332,-0.05125949479119156
SV,8,MC10-143,5,0,EC,1,2,290048,-0.049341179674012275
SV,8,MC10-143,5,15.625,EC,1,1,301254,-0.06580412660914112
SV,8,MC10-143,5,15.625,EC,1,2,254096,0.008130867096284088
SV,8,MC10-143,5,31.25,EC,1,1,275708,-0.027320672365324178
SV,8,MC10-143,5,31.25,EC,1,2,279924,-0.03391143990929629
SV,8,MC10-143,5,62.5,EC,1,1,293586,-0.05460664638410179
SV,8,MC10-143,5,62.5,EC,1,2,294056,-0.05530134979202284
SV,8,MC10-143,5,125,EC,1,1,297498,-0.0603553549267508
SV,8,MC10-143,5,125,EC,1,2,293980,-0.05518909006367824
SV,8,MC10-143,5,250,EC,1,1,246280,0.021699550581790447
SV,8,MC10-143,5,250,EC,1,2,250528,0.014272424116615081
SV,8,MC10-143,5,500,EC,1,1,175556,0.1687130185078275
SV,8,MC10-143,5,500,EC,1,2,184672,0.14672764287266582
SV,8,MC10-143,5,1000,EC,1,1,78008,0.5209895520710707
SV,8,MC10-143,5,1000,EC,1,2,69808,0.5692234998584896
YD,1,CTRL,Broth,0,EC,1,1,2666,0.15277906489023196
YD,1,CTRL,Broth,0,EC,1,2,3790,-0
YD,1,CTRL,Broth,0.015625,EC,1,1,2082,0.260158484793555
YD,1,CTRL,Broth,0.015625,EC,1,2,4246,-0.049340779861907644
YD,1,CTRL,Broth,0.03125,EC,1,1,2298,0.21728918561580596
YD,1,CTRL,Broth,0.03125,EC,1,2,3834,-0.005012898573971407
YD,1,CTRL,Broth,0.0625,EC,1,1,2324,0.2124030862497792
YD,1,CTRL,Broth,0.0625,EC,1,2,2790,0.13303500669447477
YD,1,CTRL,Broth,0.125,EC,1,1,2188,0.2385918923066792
YD,1,CTRL,Broth,0.125,EC,1,2,3426,0.04385185133858065
YD,1,CTRL,Broth,0.25,EC,1,1,2304,0.21615673521689793
YD,1,CTRL,Broth,0.25,EC,1,2,3012,0.09978424243940939
YD,1,CTRL,Broth,0.5,EC,1,1,2204,0.23542761978832485
YD,1,CTRL,Broth,0.5,EC,1,2,3102,0.08699741649048622
YD,1,CTRL,Broth,1,EC,1,1,1690.0000000000073,0.35075250535439695
YD,1,CTRL,Broth,1,EC,1,2,3558,0.02743326622016608
YD,1,CTRL,DMSO,0,EC,1,1,-6,NaN
YD,1,CTRL,DMSO,0,EC,1,2,876,0.6361351037999916
YD,1,CTRL,DMSO,0.0625,EC,1,1,882,0.6331706248362526
YD,1,CTRL,DMSO,0.0625,EC,1,2,756,0.7001174144668658
YD,1,CTRL,DMSO,0.125,EC,1,1,132,1.4580652787622226
YD,1,CTRL,DMSO,0.125,EC,1,2,-324.00000000000364,NaN
YD,1,CTRL,DMSO,0.25,EC,1,1,-516,NaN
YD,1,CTRL,DMSO,0.25,EC,1,2,468,0.9083933568939483
YD,1,CTRL,DMSO,0.5,EC,1,1,-676,NaN
YD,1,CTRL,DMSO,0.5,EC,1,2,-62,NaN
YD,1,CTRL,DMSO,1,EC,1,1,-894,NaN
YD,1,CTRL,DMSO,1,EC,1,2,32,2.0734892316481663
YD,1,CTRL,DMSO,2,EC,1,1,130,1.4646958576612357
YD,1,CTRL,DMSO,2,EC,1,2,854,0.6471813392790673
YD,1,CTRL,DMSO,4,EC,1,1,1346,0.4495941500801143
YD,1,CTRL,DMSO,4,EC,1,2,966,0.593662083552579
YD,1,CTRL,Kanamycin,0,EC,1,1,594,0.8048527649868787
YD,1,CTRL,Kanamycin,0,EC,1,2,2000,0.27760921430409113
YD,1,CTRL,Kanamycin,15.625,EC,1,1,530,0.8543633403672833
YD,1,CTRL,Kanamycin,15.625,EC,1,2,818,0.6658859062967493
YD,1,CTRL,Kanamycin,31.25,EC,1,1,742,0.7082353046890453
YD,1,CTRL,Kanamycin,31.25,EC,1,2,964,0.5945621760652415
YD,1,CTRL,Kanamycin,62.5,EC,1,1,758,0.6989700043360187
YD,1,CTRL,Kanamycin,62.5,EC,1,2,818,0.6658859062967493
YD,1,CTRL,Kanamycin,125,EC,1,1,610,0.7933093749573054
YD,1,CTRL,Kanamycin,125,EC,1,2,764,0.6955458513923825
YD,1,CTRL,Kanamycin,250,EC,1,1,232,1.2131512250771728
YD,1,CTRL,Kanamycin,250,EC,1,2,352,1.0320965464899414
YD,1,CTRL,Kanamycin,500,EC,1,1,-124,NaN
YD,1,CTRL,Kanamycin,500,EC,1,2,134,1.4515344116032647
YD,1,CTRL,Kanamycin,1000,EC,1,1,310,1.0872775161337997
YD,1,CTRL,Kanamycin,1000,EC,1,2,238,1.2020622529115603
YD,1,MC10-183,CRUDE,0,EC,1,1,-644,NaN
YD,1,MC10-183,CRUDE,0,EC,1,2,-1430,NaN
YD,1,MC10-183,CRUDE,15.625,EC,1,1,-3334,NaN
YD,1,MC10-183,CRUDE,15.625,EC,1,2,-2776,NaN
YD,1,MC10-183,CRUDE,31.25,EC,1,1,-1858,NaN
YD,1,MC10-183,CRUDE,31.25,EC,1,2,-904,NaN
YD,1,MC10-183,CRUDE,62.5,EC,1,1,-3466,NaN
YD,1,MC10-183,CRUDE,62.5,EC,1,2,-2592,NaN
YD,1,MC10-183,CRUDE,125,EC,1,1,-3850,NaN
YD,1,MC10-183,CRUDE,125,EC,1,2,-3834,NaN
YD,1,MC10-183,CRUDE,250,EC,1,1,-4242,NaN
YD,1,MC10-183,CRUDE,250,EC,1,2,-3132,NaN
YD,1,MC10-183,CRUDE,500,EC,1,1,-3354,NaN
YD,1,MC10-183,CRUDE,500,EC,1,2,-2484,NaN
YD,1,MC10-183,CRUDE,1000,EC,1,1,-2692,NaN
YD,1,MC10-183,CRUDE,1000,EC,1,2,-3012,NaN
YD,1,MC10-183,1,0,EC,1,1,-1504,NaN
YD,1,MC10-183,1,0,EC,1,2,-1300,NaN
YD,1,MC10-183,1,15.625,EC,1,1,-2414,NaN
YD,1,MC10-183,1,15.625,EC,1,2,-2174,NaN
YD,1,MC10-183,1,31.25,EC,1,1,-510,NaN
YD,1,MC10-183,1,31.25,EC,1,2,-274,NaN
YD,1,MC10-183,1,62.5,EC,1,1,-2854,NaN
YD,1,MC10-183,1,62.5,EC,1,2,-2884,NaN
YD,1,MC10-183,1,125,EC,1,1,-3060,NaN
YD,1,MC10-183,1,125,EC,1,2,-3044,NaN
YD,1,MC10-183,1,250,EC,1,1,-2980,NaN
YD,1,MC10-183,1,250,EC,1,2,-3010,NaN
YD,1,MC10-183,1,500,EC,1,1,-2794,NaN
YD,1,MC10-183,1,500,EC,1,2,-3036,NaN
YD,1,MC10-183,1,1000,EC,1,1,-3466,NaN
YD,1,MC10-183,1,1000,EC,1,2,-2338,NaN
YD,1,MC10-183,2,0,EC,1,1,-1290,NaN
YD,1,MC10-183,2,0,EC,1,2,-1872,NaN
YD,1,MC10-183,2,15.625,EC,1,1,-2722,NaN
YD,1,MC10-183,2,15.625,EC,1,2,-2640,NaN
YD,1,MC10-183,2,31.25,EC,1,1,304,1.0957656263593185
YD,1,MC10-183,2,31.25,EC,1,2,-98,NaN
YD,1,MC10-183,2,62.5,EC,1,1,-3086,NaN
YD,1,MC10-183,2,62.5,EC,1,2,-3380,NaN
YD,1,MC10-183,2,125,EC,1,1,-3022,NaN
YD,1,MC10-183,2,125,EC,1,2,-3450,NaN
YD,1,MC10-183,2,250,EC,1,1,-3186,NaN
YD,1,MC10-183,2,250,EC,1,2,-2580,NaN
YD,1,MC10-183,2,500,EC,1,1,-1992,NaN
YD,1,MC10-183,2,500,EC,1,2,-1784,NaN
YD,1,MC10-183,2,1000,EC,1,1,-1630,NaN
YD,1,MC10-183,2,1000,EC,1,2,-1300,NaN
YD,1,MC10-183,3,0,EC,1,1,-1532,NaN
YD,1,MC10-183,3,0,EC,1,2,-1670,NaN
YD,1,MC10-183,3,15.625,EC,1,1,-2702,NaN
YD,1,MC10-183,3,15.625,EC,1,2,-2826.0000000000036,NaN
YD,1,MC10-183,3,31.25,EC,1,1,-272,NaN
YD,1,MC10-183,3,31.25,EC,1,2,-552,NaN
YD,1,MC10-183,3,62.5,EC,1,1,-3724,NaN
YD,1,MC10-183,3,62.5,EC,1,2,-3614,NaN
YD,1,MC10-183,3,125,EC,1,1,-3432,NaN
YD,1,MC10-183,3,125,EC,1,2,-3394,NaN
YD,1,MC10-183,3,250,EC,1,1,-2352,NaN
YD,1,MC10-183,3,250,EC,1,2,-2760,NaN
YD,1,MC10-183,3,500,EC,1,1,-1232,NaN
YD,1,MC10-183,3,500,EC,1,2,-1762,NaN
YD,1,MC10-183,3,1000,EC,1,1,-462,NaN
YD,1,MC10-183,3,1000,EC,1,2,-662,NaN
YD,1,MC10-183,4,0,EC,1,1,-1336,NaN
YD,1,MC10-183,4,0,EC,1,2,-1436,NaN
YD,1,MC10-183,4,15.625,EC,1,1,-2642,NaN
YD,1,MC10-183,4,15.625,EC,1,2,-2636,NaN
YD,1,MC10-183,4,31.25,EC,1,1,-3440,NaN
YD,1,MC10-183,4,31.25,EC,1,2,-3746,NaN
YD,1,MC10-183,4,62.5,EC,1,1,-3570,NaN
YD,1,MC10-183,4,62.5,EC,1,2,-4168,NaN
YD,1,MC10-183,4,125,EC,1,1,-3618,NaN
YD,1,MC10-183,4,125,EC,1,2,-3770,NaN
YD,1,MC10-183,4,250,EC,1,1,-3804,NaN
YD,1,MC10-183,4,250,EC,1,2,-3656,NaN
YD,1,MC10-183,4,500,EC,1,1,-2758,NaN
YD,1,MC10-183,4,500,EC,1,2,-2260,NaN
YD,1,MC10-183,4,1000,EC,1,1,-1522,NaN
YD,1,MC10-183,4,1000,EC,1,2,-1642,NaN
YD,1,MC10-183,5,0,EC,1,1,-2138,NaN
YD,1,MC10-183,5,0,EC,1,2,-2848,NaN
YD,1,MC10-183,5,15.625,EC,1,1,-3556.0000000000036,NaN
YD,1,MC10-183,5,15.625,EC,1,2,-3144,NaN
YD,1,MC10-183,5,31.25,EC,1,1,-4772.000000000002,NaN
YD,1,MC10-183,5,31.25,EC,1,2,-4030,NaN
YD,1,MC10-183,5,62.5,EC,1,1,-4384,NaN
YD,1,MC10-183,5,62.5,EC,1,2,-4576,NaN
YD,1,MC10-183,5,125,EC,1,1,-3968,NaN
YD,1,MC10-183,5,125,EC,1,2,-4170,NaN
YD,1,MC10-183,5,250,EC,1,1,-3842,NaN
YD,1,MC10-183,5,250,EC,1,2,-4488,NaN
YD,1,MC10-183,5,500,EC,1,1,-3280,NaN
YD,1,MC10-183,5,500,EC,1,2,-3908,NaN
YD,1,MC10-183,5,1000,EC,1,1,-2168,NaN
YD,1,MC10-183,5,1000,EC,1,2,-1916,NaN
YD,1,MC13-8,CRUDE,0,EC,1,1,-98,NaN
YD,1,MC13-8,CRUDE,0,EC,1,2,482,0.8955921717292228
YD,1,MC13-8,CRUDE,15.625,EC,1,1,-364,NaN
YD,1,MC13-8,CRUDE,15.625,EC,1,2,-238,NaN
YD,1,MC13-8,CRUDE,31.25,EC,1,1,-1068,NaN
YD,1,MC13-8,CRUDE,31.25,EC,1,2,-500,NaN
YD,1,MC13-8,CRUDE,62.5,EC,1,1,-864,NaN
YD,1,MC13-8,CRUDE,62.5,EC,1,2,-488,NaN
YD,1,MC13-8,CRUDE,125,EC,1,1,-694,NaN
YD,1,MC13-8,CRUDE,125,EC,1,2,-584,NaN
YD,1,MC13-8,CRUDE,250,EC,1,1,-1679.9999999999982,NaN
YD,1,MC13-8,CRUDE,250,EC,1,2,-904,NaN
YD,1,MC13-8,CRUDE,500,EC,1,1,-1038,NaN
YD,1,MC13-8,CRUDE,500,EC,1,2,-614,NaN
YD,1,MC13-8,CRUDE,1000,EC,1,1,-450,NaN
YD,1,MC13-8,CRUDE,1000,EC,1,2,-686,NaN
YD,1,MC13-8,1,0,EC,1,1,892,0.6282743555919493
YD,1,MC13-8,1,0,EC,1,2,794,0.6788187075409761
YD,1,MC13-8,1,15.625,EC,1,1,466,0.9102532932780721
YD,1,MC13-8,1,15.625,EC,1,2,146,1.4142863541836352
YD,1,MC13-8,1,31.25,EC,1,1,-396,NaN
YD,1,MC13-8,1,31.25,EC,1,2,234.00000000000364,1.2094233525579228
YD,1,MC13-8,1,62.5,EC,1,1,-700,NaN
YD,1,MC13-8,1,62.5,EC,1,2,-258,NaN
YD,1,MC13-8,1,125,EC,1,1,-688,NaN
YD,1,MC13-8,1,125,EC,1,2,-308,NaN
YD,1,MC13-8,1,250,EC,1,1,-388,NaN
YD,1,MC13-8,1,250,EC,1,2,-326,NaN
YD,1,MC13-8,1,500,EC,1,1,-636,NaN
YD,1,MC13-8,1,500,EC,1,2,-286,NaN
YD,1,MC13-8,1,1000,EC,1,1,-4,NaN
YD,1,MC13-8,1,1000,EC,1,2,-164,NaN
YD,1,MC13-8,2,0,EC,1,1,282,1.1283901016487112
YD,1,MC13-8,2,0,EC,1,2,386,0.9920519052963174
YD,1,MC13-8,2,15.625,EC,1,1,360,1.0223367092007851
YD,1,MC13-8,2,15.625,EC,1,2,382,0.9965758470563636
YD,1,MC13-8,2,31.25,EC,1,1,596,0.8033929502278359
YD,1,MC13-8,2,31.25,EC,1,2,592,0.8063175032451526
YD,1,MC13-8,2,62.5,EC,1,1,14,2.4325111742898344
YD,1,MC13-8,2,62.5,EC,1,2,-90,NaN
YD,1,MC13-8,2,125,EC,1,1,-14,NaN
YD,1,MC13-8,2,125,EC,1,2,170,1.3481902885897985
YD,1,MC13-8,2,250,EC,1,1,45.99999999999818,1.9158813782865154
YD,1,MC13-8,2,250,EC,1,2,-268,NaN
YD,1,MC13-8,2,500,EC,1,1,546,0.8414465672633351
YD,1,MC13-8,2,500,EC,1,2,478,0.8992113133559535
YD,1,MC13-8,2,1000,EC,1,1,682,0.7448548353115935
YD,1,MC13-8,2,1000,EC,1,2,366,1.0151581245736616
YD,1,MC13-8,3,0,EC,1,1,396,0.98094402404256
YD,1,MC13-8,3,0,EC,1,2,784,0.6843231472836339
YD,1,MC13-8,3,15.625,EC,1,1,530,0.8543633403672833
YD,1,MC13-8,3,15.625,EC,1,2,310,1.0872775161337997
YD,1,MC13-8,3,31.25,EC,1,1,614,0.7904708388269047
YD,1,MC13-8,3,31.25,EC,1,2,544,0.8430403102698925
YD,1,MC13-8,3,62.5,EC,1,1,-342.0000000000018,NaN
YD,1,MC13-8,3,62.5,EC,1,2,92,1.614851382622517
YD,1,MC13-8,3,125,EC,1,1,-60,NaN
YD,1,MC13-8,3,125,EC,1,2,-24,NaN
YD,1,MC13-8,3,250,EC,1,1,98,1.5874131342755775
YD,1,MC13-8,3,250,EC,1,2,392,0.9853531429476151
YD,1,MC13-8,3,500,EC,1,1,810,0.6701541910894226
YD,1,MC13-8,3,500,EC,1,2,640,0.7724592359841852
YD,1,MC13-8,3,1000,EC,1,1,1156,0.5156813758835621
YD,1,MC13-8,3,1000,EC,1,2,1082,0.5444119491975217
YD,1,MC13-8,4,0,EC,1,1,978,0.5883003551804709
YD,1,MC13-8,4,0,EC,1,2,408,0.9679790468781924
YD,1,MC13-8,4,15.625,EC,1,1,582,0.8137162253181839
YD,1,MC13-8,4,15.625,EC,1,2,-78,NaN
YD,1,MC13-8,4,31.25,EC,1,1,212,1.252303349039321
YD,1,MC13-8,4,31.25,EC,1,2,102,1.5700390382061549
YD,1,MC13-8,4,62.5,EC,1,1,-504,NaN
YD,1,MC13-8,4,62.5,EC,1,2,-174,NaN
YD,1,MC13-8,4,125,EC,1,1,-298,NaN
YD,1,MC13-8,4,125,EC,1,2,-304,NaN
YD,1,MC13-8,4,250,EC,1,1,-60.00000000000182,NaN
YD,1,MC13-8,4,250,EC,1,2,-108,NaN
YD,1,MC13-8,4,500,EC,1,1,704,0.7310665508259602
YD,1,MC13-8,4,500,EC,1,2,384,0.9943079856005416
YD,1,MC13-8,4,1000,EC,1,1,876,0.6361351037999916
YD,1,MC13-8,4,1000,EC,1,2,774,0.6898982492851797
YD,1,MC13-8,5,0,EC,1,1,-600,NaN
YD,1,MC13-8,5,0,EC,1,2,-254,NaN
YD,1,MC13-8,5,15.625,EC,1,1,-1427.9999999999964,NaN
YD,1,MC13-8,5,15.625,EC,1,2,-1224,NaN
YD,1,MC13-8,5,31.25,EC,1,1,-1024,NaN
YD,1,MC13-8,5,31.25,EC,1,2,-1428,NaN
YD,1,MC13-8,5,62.5,EC,1,1,-1330,NaN
YD,1,MC13-8,5,62.5,EC,1,2,-1402,NaN
YD,1,MC13-8,5,125,EC,1,1,-858,NaN
YD,1,MC13-8,5,125,EC,1,2,-1078,NaN
YD,1,MC13-8,5,250,EC,1,1,-30,NaN
YD,1,MC13-8,5,250,EC,1,2,-420.00000000000364,NaN
YD,1,MC13-8,5,500,EC,1,1,824,0.6627119982709566
YD,1,MC13-8,5,500,EC,1,2,898,0.625362873300768
YD,1,MC13-8,5,1000,EC,1,1,3018,0.09891997452850129
YD,1,MC13-8,5,1000,EC,1,2,3716,0.008563504646468193
YD,10,CTRL,Broth,0,ECPA,10,1,72,1.301029995663981
YD,10,CTRL,Broth,0,ECPA,10,2,24,1.7781512503836436
YD,10,CTRL,Broth,0,SA,10,1,216,3.4706023902024947
YD,10,CTRL,Broth,0,SA,10,2,144,3.646693649258176
YD,10,CTRL,Broth,0.03125,ECPA,10,1,24,1.7781512503836436
YD,10,CTRL,Broth,0.03125,ECPA,10,2,24,1.7781512503836436
YD,10,CTRL,Broth,0.03125,SA,10,1,48,4.123814903977839
YD,10,CTRL,Broth,0.03125,SA,10,2,0,Inf
YD,10,CTRL,Broth,0.125,ECPA,10,1,3120,-0.3357921019231932
YD,10,CTRL,Broth,0.125,ECPA,10,2,2688.0000000000005,-0.27106677228653814
YD,10,CTRL,Broth,0.125,SA,10,1,912,2.8450613030250094
YD,10,CTRL,Broth,0.125,SA,10,2,864,2.868542398874532
YD,10,CTRL,Broth,0.5,ECPA,10,1,2856,-0.2973957110088872
YD,10,CTRL,Broth,0.5,ECPA,10,2,2520,-0.2430380486862945
YD,10,CTRL,Broth,0.5,SA,10,1,936,2.8337802926153204
YD,10,CTRL,Broth,0.5,SA,10,2,864,2.868542398874532
YD,10,CTRL,Broth,2,ECPA,10,1,717348,-2.6973673997156173
YD,10,CTRL,Broth,2,ECPA,10,2,751620,-2.7176358357117305
YD,10,CTRL,Broth,2,SA,10,1,912,2.8450613030250094
YD,10,CTRL,Broth,2,SA,10,2,1008,2.801595609243919
YD,10,CTRL,DMSO,0,ECPA,10,1,3024,-0.32221929473391936
YD,10,CTRL,DMSO,0,ECPA,10,2,2807.9999999999995,-0.290034611362518
YD,10,CTRL,DMSO,0,SA,10,1,792,2.9063309597639324
YD,10,CTRL,DMSO,0,SA,10,2,936,2.8337802926153204
YD,10,CTRL,DMSO,0.015625,ECPA,10,1,72,1.301029995663981
YD,10,CTRL,DMSO,0.015625,ECPA,10,2,960,0.17609125905568118
YD,10,CTRL,DMSO,0.015625,SA,10,1,48,4.123814903977839
YD,10,CTRL,DMSO,0.015625,SA,10,2,96,3.8227849083138574
YD,10,CTRL,DMSO,0.0625,ECPA,10,1,3912,-0.43403635402031426
YD,10,CTRL,DMSO,0.0625,ECPA,10,2,4848,-0.5272001190629801
YD,10,CTRL,DMSO,0.0625,SA,10,1,1080,2.771632385866476
YD,10,CTRL,DMSO,0.0625,SA,10,2,888,2.8566431755748245
YD,10,CTRL,DMSO,0.25,ECPA,10,1,4368,-0.4819201376014312
YD,10,CTRL,DMSO,0.25,ECPA,10,2,4944,-0.5357159699855099
YD,10,CTRL,DMSO,0.25,SA,10,1,984,2.812061042922084
YD,10,CTRL,DMSO,0.25,SA,10,2,960,2.8227849083138574
YD,10,CTRL,DMSO,1,ECPA,10,1,4032,-0.44715803134221926
YD,10,CTRL,DMSO,1,ECPA,10,2,4896,-0.5314789170422551
YD,10,CTRL,DMSO,1,SA,10,1,720,2.9477236449221573
YD,10,CTRL,DMSO,1,SA,10,2,1056,2.7813922231556325
YD,10,CTRL,DMSO,4,ECPA,10,1,38496,-1.427053113564501
YD,10,CTRL,DMSO,4,ECPA,10,2,38352,-1.425425524594329
YD,10,CTRL,DMSO,4,SA,10,1,523596,0.08605982124507265
YD,10,CTRL,DMSO,4,SA,10,2,582204,0.03998095644445029
YD,10,MC13-03,CRUDE,0,EC,1,1,29376,-0.045402819669666236
YD,10,MC13-03,CRUDE,0,EC,1,2,23544,0.050709590759927634
YD,10,MC13-03,CRUDE,0,PA,1,1,1709148,0.008901758440407068
YD,10,MC13-03,CRUDE,0,PA,1,2,1962708,-0.05117426307352852
YD,10,MC13-03,CRUDE,0,SA,1,1,556296,0.059750204159628305
YD,10,MC13-03,CRUDE,0,SA,1,2,643440,-0.0034519143410599207
YD,10,MC13-03,CRUDE,15.625,EC,1,1,22320,0.073895649585941
YD,10,MC13-03,CRUDE,15.625,EC,1,2,19824,0.12539855081949391
YD,10,MC13-03,CRUDE,15.625,PA,1,1,1886628,-0.034004846055112094
YD,10,MC13-03,CRUDE,15.625,PA,1,2,1635552,0.028017073144631893
YD,10,MC13-03,CRUDE,15.625,SA,1,1,647112,-0.005923312070174727
YD,10,MC13-03,CRUDE,15.625,SA,1,2,713052,-0.04806506099435019
YD,10,MC13-03,CRUDE,31.25,EC,1,1,21576,0.08861890640664741
YD,10,MC13-03,CRUDE,31.25,EC,1,2,19008,0.14365341655038266
YD,10,MC13-03,CRUDE,31.25,PA,1,1,1719552,0.006266115976779669
YD,10,MC13-03,CRUDE,31.25,PA,1,2,1303944,0.1264224892751787
YD,10,MC13-03,CRUDE,31.25,SA,1,1,684216,-0.03013708434253995
YD,10,MC13-03,CRUDE,31.25,SA,1,2,716244,-0.050004855537824244
YD,10,MC13-03,CRUDE,62.5,EC,1,1,17760,0.17314687840889992
YD,10,MC13-03,CRUDE,62.5,EC,1,2,15696,0.2268008498156089
YD,10,MC13-03,CRUDE,62.5,PA,1,1,1543007.9999999998,0.053313251841187015
YD,10,MC13-03,CRUDE,62.5,PA,1,2,1274256,0.13642474238974553
YD,10,MC13-03,CRUDE,62.5,SA,1,1,628764,0.006568473221757728
YD,10,MC13-03,CRUDE,62.5,SA,1,2,656688,-0.012302938918637624
YD,10,MC13-03,CRUDE,125,EC,1,1,16920,0.19418948114847742
YD,10,MC13-03,CRUDE,125,EC,1,2,16200,0.21307482530885122
YD,10,MC13-03,CRUDE,125,PA,1,1,1329275.9999999998,0.11806626592659085
YD,10,MC13-03,CRUDE,125,PA,1,2,1118892,0.19289326090315914
YD,10,MC13-03,CRUDE,125,SA,1,1,527340,0.08296542649756566
YD,10,MC13-03,CRUDE,125,SA,1,2,553080,0.062268187181280556
YD,10,MC13-03,CRUDE,250,EC,1,1,19944,0.12277757435576517
YD,10,MC13-03,CRUDE,250,EC,1,2,14688,0.25562717599431495
YD,10,MC13-03,CRUDE,250,PA,1,1,1160952,0.17686716554734505
YD,10,MC13-03,CRUDE,250,PA,1,2,1021656,0.2323767397089842
YD,10,MC13-03,CRUDE,250,SA,1,1,382068,0.2229154763564382
