researcher,screening_round,extract,extract_fraction,concentration,organism,biological_rep,technical_rep,auc,log_reduction_auc
SV,1,CTRL,Kanamycin,31.25,EC,1,1,52,1.8626358663332732
SV,1,CTRL,Kanamycin,31.25,EC,1,2,42,1.9553899195701718
SV,1,CTRL,Kanamycin,62.5,EC,1,1,44,1.935186533481885
SV,1,CTRL,Kanamycin,62.5,EC,1,2,52,1.8626358663332732
SV,1,CTRL,Kanamycin,125,EC,1,1,60,1.8004879595844288
SV,1,CTRL,Kanamycin,125,EC,1,2,40,1.9765792186401099
SV,1,CTRL,Kanamycin,250,EC,1,1,66,1.7590952744262036
SV,1,CTRL,Kanamycin,250,EC,1,2,56,1.830451182961872
SV,1,CTRL,Kanamycin,500,EC,1,1,34,2.0471602929258172
SV,1,CTRL,Kanamycin,500,EC,1,2,30,2.10151795524841
SV,1,CTRL,Kanamycin,1000,EC,1,1,18,2.323366704864766
SV,1,CTRL,Kanamycin,1000,EC,1,2,12,2.4994579639204475
SV,1,JF9-6,CRUDE,0,EC,1,1,6656,-0.24457410331459517
SV,1,JF9-6,CRUDE,0,EC,1,2,6442,-0.23038151051560024
SV,1,JF9-6,CRUDE,15.625,EC,1,1,10032,-0.4227483135185689
SV,1,JF9-6,CRUDE,15.625,EC,1,2,9520,-0.39999773841640196
SV,1,JF9-6,CRUDE,31.25,EC,1,1,6688,-0.2466570544628876
SV,1,JF9-6,CRUDE,31.25,EC,1,2,7506,-0.29676935010899125
SV,1,JF9-6,CRUDE,62.5,EC,1,1,5688,-0.17632037775363754
SV,1,JF9-6,CRUDE,62.5,EC,1,2,6136,-0.2092461409728522
SV,1,JF9-6,CRUDE,125,EC,1,1,8404,-0.34584683376584263
SV,1,JF9-6,CRUDE,125,EC,1,2,5814,-0.1858358174663366
SV,1,JF9-6,CRUDE,250,EC,1,1,7096,-0.27237439685559767
SV,1,JF9-6,CRUDE,250,EC,1,2,5592,-0.16892795276955266
SV,1,JF9-6,CRUDE,500,EC,1,1,4824,-0.10476808916402253
SV,1,JF9-6,CRUDE,500,EC,1,2,4542,-0.07860791991564405
SV,1,JF9-6,CRUDE,1000,EC,1,1,3258,0.06568812999558174
SV,1,JF9-6,CRUDE,1000,EC,1,2,3234,0.06889919439769
SV,1,JF9-6,1,0,EC,1,1,8190,-0.3346446917923461
SV,1,JF9-6,1,0,EC,1,2,8572,-0.3544429524017187
SV,1,JF9-6,1,15.625,EC,1,1,8362,-0.3436709532463236
SV,1,JF9-6,1,15.625,EC,1,2,10308,-0.43453519991079476
SV,1,JF9-6,1,31.25,EC,1,1,6550,-0.23760209002371074
SV,1,JF9-6,1,31.25,EC,1,2,5962,-0.19675276172853962
SV,1,JF9-6,1,62.5,EC,1,1,5452,-0.15791663719456359
SV,1,JF9-6,1,62.5,EC,1,2,6506,-0.23467484897776242
SV,1,JF9-6,1,125,EC,1,1,5370,-0.1513350757314833
SV,1,JF9-6,1,125,EC,1,2,6006,-0.19994611789488995
SV,1,JF9-6,1,250,EC,1,1,4728,-0.0960382579051266
SV,1,JF9-6,1,250,EC,1,2,4928,-0.11403148918829671
SV,1,JF9-6,1,500,EC,1,1,4238,-0.04852174240670344
SV,1,JF9-6,1,500,EC,1,2,4174,-0.041913234761362904
SV,1,JF9-6,1,1000,EC,1,1,2364,0.2049917377588546
SV,1,JF9-6,1,1000,EC,1,2,3714,0.00879731056431073
SV,1,JF9-6,2,0,EC,1,1,8476,-0.3495517380706846
SV,1,JF9-6,2,0,EC,1,2,7884,-0.31810740563933326
SV,1,JF9-6,2,15.625,EC,1,1,9600,-0.4036320230714961
SV,1,JF9-6,2,15.625,EC,1,2,9330,-0.3912424337784276
SV,1,JF9-6,2,31.25,EC,1,1,6886,-0.2593278084005824
SV,1,JF9-6,2,31.25,EC,1,2,6560,-0.23826462940758794
SV,1,JF9-6,2,62.5,EC,1,1,6472,-0.23239929863614353
SV,1,JF9-6,2,62.5,EC,1,2,5984,-0.1983523748883326
SV,1,JF9-6,2,125,EC,1,1,6022,-0.20110154120866816
SV,1,JF9-6,2,125,EC,1,2,5818,-0.18613450694296801
SV,1,JF9-6,2,250,EC,1,1,5088,-0.1279078926722851
SV,1,JF9-6,2,250,EC,1,2,5920,-0.19368249675484744
SV,1,JF9-6,2,500,EC,1,1,5152,-0.1333366443836833
SV,1,JF9-6,2,500,EC,1,2,4918,-0.11314931443462604
SV,1,JF9-6,2,1000,EC,1,1,4876,-0.10942448697827196
SV,1,JF9-6,2,1000,EC,1,2,5168,-0.13468329501895535
SV,1,JF9-6,3,0,EC,1,1,9370,-0.39310038091970595
SV,1,JF9-6,3,0,EC,1,2,10234,-0.43140620266802615
SV,1,JF9-6,3,15.625,EC,1,1,9744,-0.4100980653207278
SV,1,JF9-6,3,15.625,EC,1,2,10588,-0.44617472266123825
SV,1,JF9-6,3,31.25,EC,1,1,6678,-0.2460072047502796
SV,1,JF9-6,3,31.25,EC,1,2,6300,-0.22070133948550935
SV,1,JF9-6,3,62.5,EC,1,1,5960,-0.1966070497721641
SV,1,JF9-6,3,62.5,EC,1,2,6062,-0.20397672206353115
SV,1,JF9-6,3,125,EC,1,1,7564,-0.30011231020492973
SV,1,JF9-6,3,125,EC,1,2,7834,-0.3153443572437747
SV,1,JF9-6,3,250,EC,1,1,7888,-0.3183276919650824
SV,1,JF9-6,3,250,EC,1,2,8124,-0.3311307047646968
SV,1,JF9-6,3,500,EC,1,1,12880,-0.5312766530557209
SV,1,JF9-6,3,500,EC,1,2,14702,-0.5887372084455106
SV,1,JF9-6,3,1000,EC,1,1,13710,-0.5583982448214403
SV,1,JF9-6,3,1000,EC,1,2,15940,-0.6238491070920211
SV,1,JF9-6,4,0,EC,1,1,10756,-0.45301158358319166
SV,1,JF9-6,4,0,EC,1,2,10854,-0.456950607275385
SV,1,JF9-6,4,15.625,EC,1,1,12968,-0.5342337918723862
SV,1,JF9-6,4,15.625,EC,1,2,9632,-0.405077263945677
SV,1,JF9-6,4,31.25,EC,1,1,7764,-0.31144631674825285
SV,1,JF9-6,4,31.25,EC,1,2,10090,-0.4252519562688382
SV,1,JF9-6,4,62.5,EC,1,1,6964,-0.2642195524772213
SV,1,JF9-6,4,62.5,EC,1,2,5616,-0.17078788915367654
SV,1,JF9-6,4,125,EC,1,1,6412,-0.22835430371403487
SV,1,JF9-6,4,125,EC,1,2,4774,-0.10024320470266343
SV,1,JF9-6,4,250,EC,1,1,4114,-0.035625077390632885
SV,1,JF9-6,4,250,EC,1,2,4606,-0.08468472366013997
SV,1,JF9-6,4,500,EC,1,1,4494,-0.07399385811503773
SV,1,JF9-6,4,500,EC,1,2,8784,-0.36505311713794436
SV,1,JF9-6,4,1000,EC,1,1,4754,-0.09841996742408912
SV,1,JF9-6,4,1000,EC,1,2,5848,-0.18836815398173168
SV,1,JF9-6,5,0,EC,1,1,9150,-0.38278188409837594
SV,1,JF9-6,5,0,EC,1,2,10200,-0.42996096179384524
SV,1,JF9-6,5,15.625,EC,1,1,9896,-0.4168204766529919
SV,1,JF9-6,5,15.625,EC,1,2,10552,-0.4446955725702365
SV,1,JF9-6,5,31.25,EC,1,1,6706,-0.2478243391247289
SV,1,JF9-6,5,31.25,EC,1,2,8674,-0.35958020784467076
SV,1,JF9-6,5,62.5,EC,1,1,5238,-0.14052628412114102
SV,1,JF9-6,5,62.5,EC,1,2,5502,-0.1618813760855924
SV,1,JF9-6,5,125,EC,1,1,4056,-0.029458736357207235
SV,1,JF9-6,5,125,EC,1,2,5284,-0.14432359897441727
SV,1,JF9-6,5,250,EC,1,1,4486,-0.07322005927887658
SV,1,JF9-6,5,250,EC,1,2,6186,-0.21277070569908785
SV,1,JF9-6,5,500,EC,1,1,9100,-0.38040218235302126
SV,1,JF9-6,5,500,EC,1,2,8302,-0.3405435190744283
SV,1,JF9-6,5,1000,EC,1,1,7904,-0.31920772161149935
SV,1,JF9-6,5,1000,EC,1,2,2268,0.22299615974720335
SV,1,MC10-173,CRUDE,0,EC,1,1,9830,-0.41391430786406325
SV,1,MC10-173,CRUDE,0,EC,1,2,9960,-0.4196201284556264
SV,1,MC10-173,CRUDE,15.625,EC,1,1,13994,-0.5673026596080495
SV,1,MC10-173,CRUDE,15.625,EC,1,2,13690,-0.5577642381659177
SV,1,MC10-173,CRUDE,31.25,EC,1,1,12626,-0.5226265750232627
SV,1,MC10-173,CRUDE,31.25,EC,1,2,10750,-0.4527692542835518
SV,1,MC10-173,CRUDE,62.5,EC,1,1,10932,-0.46006041305255074
SV,1,MC10-173,CRUDE,62.5,EC,1,2,8960,-0.37366879969405287
SV,1,MC10-173,CRUDE,125,EC,1,1,6548,-0.2374694607718315
SV,1,MC10-173,CRUDE,125,EC,1,2,5976,-0.19777137883927004
SV,1,MC10-173,CRUDE,250,EC,1,1,4112,-0.035413896019147004
SV,1,MC10-173,CRUDE,250,EC,1,2,3234,0.06889919439769
SV,1,MC10-173,CRUDE,500,EC,1,1,1240,0.48521752480583724
SV,1,MC10-173,CRUDE,500,EC,1,2,1598,0.3750624349900997
SV,1,MC10-173,CRUDE,1000,EC,1,1,850,0.6492202842537796
SV,1,MC10-173,CRUDE,1000,EC,1,2,790,0.6810121186776309
SV,1,MC10-173,1,0,EC,1,1,12326,-0.5121829534265843
SV,1,MC10-173,1,0,EC,1,2,14412,-0.5800850434824586
SV,1,MC10-173,1,15.625,EC,1,1,15774,-0.619302626521934
SV,1,MC10-173,1,15.625,EC,1,2,12958,-0.5338987656412355
SV,1,MC10-173,1,31.25,EC,1,1,11072,-0.46558686714461023
SV,1,MC10-173,1,31.25,EC,1,2,11992,-0.5002524098721507
SV,1,MC10-173,1,62.5,EC,1,1,11156,-0.4688692956259399
SV,1,MC10-173,1,62.5,EC,1,2,10858,-0.45711062735158864
SV,1,MC10-173,1,125,EC,1,1,9240,-0.3870327612520344
SV,1,MC10-173,1,125,EC,1,2,9942,-0.418834548834908
SV,1,MC10-173,1,250,EC,1,1,8378,-0.3445011460571283
SV,1,MC10-173,1,250,EC,1,2,8308,-0.34085727789498915
SV,1,MC10-173,1,500,EC,1,1,7368,-0.28871040722072017
SV,1,MC10-173,1,500,EC,1,2,9176,-0.38401419492513894
SV,1,MC10-173,1,1000,EC,1,1,8092,-0.32941666413069476
SV,1,MC10-173,1,1000,EC,1,2,8502,-0.35088189066303166
SV,1,MC10-173,2,0,EC,1,1,12940,-0.5332950663646092
SV,1,MC10-173,2,0,EC,1,2,13048,-0.5369047380641471
SV,1,MC10-173,2,15.625,EC,1,1,11212,-0.47104387912017615
SV,1,MC10-173,2,15.625,EC,1,2,12184,-0.5071506803599138
SV,1,MC10-173,2,31.25,EC,1,1,10070,-0.42439026058554563
SV,1,MC10-173,2,31.25,EC,1,2,9362,-0.392729426823351
SV,1,MC10-173,2,62.5,EC,1,1,10734,-0.45212238098294427
SV,1,MC10-173,2,62.5,EC,1,2,9160,-0.383256263699778
SV,1,MC10-173,2,125,EC,1,1,8628,-0.3572709264624351
SV,1,MC10-173,2,125,EC,1,2,8254,-0.3380252545733248
SV,1,MC10-173,2,250,EC,1,1,6810,-0.2545079019447128
SV,1,MC10-173,2,250,EC,1,2,4494,-0.07399385811503773
SV,1,MC10-173,2,500,EC,1,1,4406,-0.06540528284667643
SV,1,MC10-173,2,500,EC,1,2,3476,0.03755944219144349
SV,1,MC10-173,2,1000,EC,1,1,2164,0.2433819535335405
SV,1,MC10-173,2,1000,EC,1,2,1124,0.5278728987350301
SV,1,MC10-173,3,0,EC,1,1,15430,-0.609726716095076
SV,1,MC10-173,3,0,EC,1,2,12212,-0.5081475856585519
SV,1,MC10-173,3,15.625,EC,1,1,10840,-0.4563900722342958
SV,1,MC10-173,3,15.625,EC,1,2,10474,-0.44147335959739475
SV,1,MC10-173,3,31.25,EC,1,1,9484,-0.39835233533807823
SV,1,MC10-173,3,31.25,EC,1,2,7826,-0.314900633596589
SV,1,MC10-173,3,62.5,EC,1,1,6758,-0.2511789774708052
SV,1,MC10-173,3,62.5,EC,1,2,7128,-0.27432848106074603
SV,1,MC10-173,3,125,EC,1,1,5526,-0.16377167061242023
SV,1,MC10-173,3,125,EC,1,2,4596,-0.08374081004817524
SV,1,MC10-173,3,250,EC,1,1,1522,0.3962245575335183
SV,1,MC10-173,3,250,EC,1,2,1144,0.520213185511067
SV,1,MC10-173,3,500,EC,1,1,414,0.9616388688471734
SV,1,MC10-173,3,500,EC,1,2,234,1.2094233525579294
SV,1,MC10-173,3,1000,EC,1,1,88,1.6341565378179037
SV,1,MC10-173,3,1000,EC,1,2,194,1.2908374800378464
SV,1,MC10-173,4,0,EC,1,1,13936,-0.5654989276955157
SV,1,MC10-173,4,0,EC,1,2,13192,-0.54167143266839
SV,1,MC10-173,4,15.625,EC,1,1,9720,-0.40902705495820224
SV,1,MC10-173,4,15.625,EC,1,2,11070,-0.4655084109106505
SV,1,MC10-173,4,31.25,EC,1,1,5062,-0.12568293085416307
SV,1,MC10-173,4,31.25,EC,1,2,5432,-0.15632055130437295
SV,1,MC10-173,4,62.5,EC,1,1,7162,-0.27639510670781176
SV,1,MC10-173,4,62.5,EC,1,2,4874,-0.10924631488063316
SV,1,MC10-173,4,125,EC,1,1,3520,0.03209654648994133
SV,1,MC10-173,4,125,EC,1,2,2962,0.10705415578288266
SV,1,MC10-173,4,250,EC,1,1,1590,0.3772420856476209
SV,1,MC10-173,4,250,EC,1,2,1990,0.27978613355836573
SV,1,MC10-173,4,500,EC,1,1,534,0.851097952939516
SV,1,MC10-173,4,500,EC,1,2,998,0.5795086686807012
SV,1,MC10-173,4,1000,EC,1,1,276,1.1377301279028547
SV,1,MC10-173,4,1000,EC,1,2,420,0.9553899195701719
SV,1,MC10-173,5,0,EC,1,1,8160,-0.33305094878578884
SV,1,MC10-173,5,0,EC,1,2,12510,-0.5186180997253477
SV,1,MC10-173,5,15.625,EC,1,1,8280,-0.33939112681680783
SV,1,MC10-173,5,15.625,EC,1,2,11858,-0.4953722360408726
SV,1,MC10-173,5,31.25,EC,1,1,9110,-0.38087916700492586
SV,1,MC10-173,5,31.25,EC,1,2,9294,-0.3895634581747773
SV,1,MC10-173,5,62.5,EC,1,1,7276,-0.2832534804233736
SV,1,MC10-173,5,62.5,EC,1,2,7454,-0.29375017844974854
SV,1,MC10-173,5,125,EC,1,1,7146,-0.2754238018983488
SV,1,MC10-173,5,125,EC,1,2,7036,-0.26868662081735134
SV,1,MC10-173,5,250,EC,1,1,4534,-0.07784230582242627
SV,1,MC10-173,5,250,EC,1,2,4838,-0.10602665405778855
SV,1,MC10-173,5,500,EC,1,1,2956,0.10793478024528419
SV,1,MC10-173,5,500,EC,1,2,3004,0.10093928163594154
SV,1,MC10-173,5,1000,EC,1,1,1188,0.5038227693228976
SV,1,MC10-173,5,1000,EC,1,2,1422,0.4257396135743248
SV,1,MC10-174,CRUDE,0,EC,1,1,11716,-0.4901401530414887
SV,1,MC10-174,CRUDE,0,EC,1,2,7386,-0.28977009334688764
SV,1,MC10-174,CRUDE,15.625,EC,1,1,15936,-0.6237401111115511
SV,1,MC10-174,CRUDE,15.625,EC,1,2,11428,-0.47933102174263303
SV,1,MC10-174,CRUDE,31.25,EC,1,1,10424,-0.43939519273645594
SV,1,MC10-174,CRUDE,31.25,EC,1,2,7184,-0.27772711369117564
SV,1,MC10-174,CRUDE,62.5,EC,1,1,7130,-0.2744503198837932
SV,1,MC10-174,CRUDE,62.5,EC,1,2,5178,-0.13552283613078087
SV,1,MC10-174,CRUDE,125,EC,1,1,4936,-0.11473594105711292
SV,1,MC10-174,CRUDE,125,EC,1,2,5238,-0.14052628412114102
SV,1,MC10-174,CRUDE,250,EC,1,1,4124,-0.03667944664340659
SV,1,MC10-174,CRUDE,250,EC,1,2,4280,-0.05280455904509966
SV,1,MC10-174,CRUDE,500,EC,1,1,3846,-0.006370069934388726
SV,1,MC10-174,CRUDE,500,EC,1,2,2772,0.13584598402830322
SV,1,MC10-174,CRUDE,1000,EC,1,1,1386,0.4368759796922844
SV,1,MC10-174,CRUDE,1000,EC,1,2,966,0.593662083552579
SV,1,MC10-174,1,0,EC,1,1,6950,-0.26334559462204155
SV,1,MC10-174,1,0,EC,1,2,9880,-0.41611773461955576
SV,1,MC10-174,1,15.625,EC,1,1,12536,-0.5195197734924614
SV,1,MC10-174,1,15.625,EC,1,2,10522,-0.44345908749306795
SV,1,MC10-174,1,31.25,EC,1,1,12344,-0.5128167030870195
SV,1,MC10-174,1,31.25,EC,1,2,8732,-0.3624745170690292
SV,1,MC10-174,1,62.5,EC,1,1,8890,-0.3702625510021414
SV,1,MC10-174,1,62.5,EC,1,2,8074,-0.3284495351062232
SV,1,MC10-174,1,125,EC,1,1,7916,-0.31986657556628634
SV,1,MC10-174,1,125,EC,1,2,6860,-0.25768490573867936
SV,1,MC10-174,1,250,EC,1,1,6900,-0.26020988076918294
SV,1,MC10-174,1,250,EC,1,2,6562,-0.23839701608195654
SV,1,MC10-174,1,500,EC,1,1,5184,-0.13602578289446454
SV,1,MC10-174,1,500,EC,1,2,4488,-0.07341363828003264
SV,1,MC10-174,1,1000,EC,1,1,2604,0.16299823007191802
SV,1,MC10-174,1,1000,EC,1,2,3618,0.02017064744427738
SV,1,MC10-174,2,0,EC,1,1,6158,-0.21080047459910697
SV,1,MC10-174,2,0,EC,1,2,5792,-0.18418934322101818
SV,1,MC10-174,2,15.625,EC,1,1,9520,-0.39999773841640196
SV,1,MC10-174,2,15.625,EC,1,2,5618,-0.17094252489748696
SV,1,MC10-174,2,31.25,EC,1,1,8872,-0.36938232317303127
SV,1,MC10-174,2,31.25,EC,1,2,3802,-0.0013729025613519533
SV,1,MC10-174,2,62.5,EC,1,1,8328,-0.3419015065344074
SV,1,MC10-174,2,62.5,EC,1,2,5632,-0.17202343616598345
SV,1,MC10-174,2,125,EC,1,1,8052,-0.32726455624854456
SV,1,MC10-174,2,125,EC,1,2,3940,-0.016857011857501783
SV,1,MC10-174,2,250,EC,1,1,8438,-0.3476003110777898
SV,1,MC10-174,2,250,EC,1,2,8792,-0.3654484694473618
SV,1,MC10-174,2,500,EC,1,1,9936,-0.4185723728644326
SV,1,MC10-174,2,500,EC,1,2,13066,-0.5375034438857214
SV,1,MC10-174,2,1000,EC,1,1,4780,-0.10078868664404654
SV,1,MC10-174,2,1000,EC,1,2,7310,-0.2852781669897881
SV,1,MC10-174,3,0,EC,1,1,6292,-0.2201495039831769
SV,1,MC10-174,3,0,EC,1,2,6444,-0.23051632177910808
SV,1,MC10-174,3,15.625,EC,1,1,5014,-0.12154511965412539
SV,1,MC10-174,3,15.625,EC,1,2,4418,-0.06658650156734379
SV,1,MC10-174,3,31.25,EC,1,1,5540,-0.1648705547603574
SV,1,MC10-174,3,31.25,EC,1,2,4944,-0.11543925211268706
SV,1,MC10-174,3,62.5,EC,1,1,8806,-0.3661394711554346
SV,1,MC10-174,3,62.5,EC,1,2,8142,-0.3320918880753083
SV,1,MC10-174,3,125,EC,1,1,15368,-0.6079781418855649
SV,1,MC10-174,3,125,EC,1,2,14730,-0.5895635368745585
SV,1,MC10-174,3,250,EC,1,1,16728,-0.6448048098415431
SV,1,MC10-174,3,250,EC,1,2,20598,-0.7351858438413215
SV,1,MC10-174,3,500,EC,1,1,12612,-0.5221447521077948
SV,1,MC10-174,3,500,EC,1,2,16150,-0.6295333166990493
SV,1,MC10-174,3,1000,EC,1,1,7418,-0.291647619024519
SV,1,MC10-174,3,1000,EC,1,2,17424,-0.6625086524436274
SV,1,MC10-174,4,0,EC,1,1,3790,-0
SV,1,MC10-174,4,0,EC,1,2,5582,-0.16815062218453994
SV,1,MC10-174,4,15.625,EC,1,1,3428,0.043598396716911784
SV,1,MC10-174,4,15.625,EC,1,2,5018,-0.12189144701051939
SV,1,MC10-174,4,31.25,EC,1,1,2876,0.11985032825722736
SV,1,MC10-174,4,31.25,EC,1,2,4990,-0.11946133565531758
SV,1,MC10-174,4,62.5,EC,1,1,3380,0.049722509690417596
SV,1,MC10-174,4,62.5,EC,1,2,3470,0.03830973517719861
SV,1,MC10-174,4,125,EC,1,1,1944,0.2899429493778166
SV,1,MC10-174,4,125,EC,1,2,2032,0.2707155063561907
SV,1,MC10-174,4,250,EC,1,1,836,0.656432932529056
SV,1,MC10-174,4,250,EC,1,2,898,0.625362873300768
SV,1,MC10-174,4,500,EC,1,1,52,1.8626358663332732
SV,1,MC10-174,4,500,EC,1,2,76,1.697825617687281
SV,1,MC10-174,4,1000,EC,1,1,26,2.1636658619972544
SV,1,MC10-174,4,1000,EC,1,2,2,3.2776092143040914
SV,1,MC10-174,5,0,EC,1,1,6158,-0.21080047459910697
SV,1,MC10-174,5,0,EC,1,2,8394,-0.345329754907399
SV,1,MC10-174,5,15.625,EC,1,1,6898,-0.2600839800632996
SV,1,MC10-174,5,15.625,EC,1,2,9276,-0.3887215299978774
SV,1,MC10-174,5,31.25,EC,1,1,6740,-0.25002068656724746
SV,1,MC10-174,5,31.25,EC,1,2,8390,-0.3451227508606279
SV,1,MC10-174,5,62.5,EC,1,1,5808,-0.18538739772396495
SV,1,MC10-174,5,62.5,EC,1,2,7102,-0.2727414579975243
SV,1,MC10-174,5,125,EC,1,1,4646,-0.08843999549614427
SV,1,MC10-174,5,125,EC,1,2,5462,-0.1587124858356422
SV,1,MC10-174,5,250,EC,1,1,3718,0.008329824532192578
SV,1,MC10-174,5,250,EC,1,2,5248,-0.14135461639953148
SV,1,MC10-174,5,500,EC,1,1,3472,0.038059493463618047
SV,1,MC10-174,5,500,EC,1,2,4974,-0.11806657096584482
SV,1,MC10-174,5,1000,EC,1,1,1458,0.4148816859861165
SV,1,MC10-174,5,1000,EC,1,2,2248,0.2268429030710489
SV,2,CTRL,Broth,0,EC,1,1,24,3.4037209086266897
SV,2,CTRL,Broth,0,EC,1,2,72,2.9265996539070276
SV,2,CTRL,Broth,0.015625,EC,1,1,24,3.4037209086266897
SV,2,CTRL,Broth,0.015625,EC,1,2,192,2.5006309216347464
SV,2,CTRL,Broth,0.03125,EC,1,1,192,2.5006309216347464
SV,2,CTRL,Broth,0.03125,EC,1,2,122208,-0.30316748635492785
SV,2,CTRL,Broth,0.0625,EC,1,1,144,2.6255696582430463
SV,2,CTRL,Broth,0.0625,EC,1,2,110160,-0.25809177691057134
SV,2,CTRL,Broth,0.125,EC,1,1,72,2.9265996539070276
SV,2,CTRL,Broth,0.125,EC,1,2,24,3.4037209086266897
SV,2,CTRL,Broth,0.25,EC,1,1,48,3.1026909129627085
SV,2,CTRL,Broth,0.25,EC,1,2,72,2.9265996539070276
SV,2,CTRL,Broth,0.5,EC,1,1,0,Inf
SV,2,CTRL,Broth,0.5,EC,1,2,0,Inf
SV,2,CTRL,Broth,1,EC,1,1,48,3.1026909129627085
SV,2,CTRL,Broth,1,EC,1,2,72,2.9265996539070276
SV,2,CTRL,DMSO,0,EC,1,1,40464,0.1768633383379664
SV,2,CTRL,DMSO,0,EC,1,2,42864,0.15183945407416227
SV,2,CTRL,DMSO,0.0625,EC,1,1,17160,0.5494148668256094
SV,2,CTRL,DMSO,0.0625,EC,1,2,48600,0.09729588107600254
SV,2,CTRL,DMSO,0.125,EC,1,1,13848,0.6425450954709585
SV,2,CTRL,DMSO,0.125,EC,1,2,21624,0.448996117647627
SV,2,CTRL,DMSO,0.25,EC,1,1,18216,0.5234791327312096
SV,2,CTRL,DMSO,0.25,EC,1,2,6936,0.9428230658701421
SV,2,CTRL,DMSO,0.5,EC,1,1,40896,0.17225131819600858
SV,2,CTRL,DMSO,0.5,EC,1,2,8016,0.8799744418151254
SV,2,CTRL,DMSO,1,EC,1,1,34824,0.242053496188954
SV,2,CTRL,DMSO,1,EC,1,2,4872,1.096224870713477
SV,2,CTRL,DMSO,2,EC,1,1,30672,0.29719005480430855
SV,2,CTRL,DMSO,2,EC,1,2,4200,1.1606828599403953
SV,2,CTRL,DMSO,4,EC,1,1,22176,0.4380489374065832
SV,2,CTRL,DMSO,4,EC,1,2,20352,0.47532505636997613
SV,2,CTRL,Kanamycin,0,EC,1,1,65880,-0.03482144015942085
SV,2,CTRL,Kanamycin,0,EC,1,2,110664,-0.26007421359271765
SV,2,CTRL,Kanamycin,15.625,EC,1,1,10800,0.7505083948513462
SV,2,CTRL,Kanamycin,15.625,EC,1,2,43128,0.1491728315177161
SV,2,CTRL,Kanamycin,31.25,EC,1,1,8280,0.8659018135534158
SV,2,CTRL,Kanamycin,31.25,EC,1,2,9528,0.8049304018635748
SV,2,CTRL,Kanamycin,62.5,EC,1,1,6888,0.9458390118926976
SV,2,CTRL,Kanamycin,62.5,EC,1,2,9888,0.7888236925935553
SV,2,CTRL,Kanamycin,125,EC,1,1,8232,0.8684267885839194
SV,2,CTRL,Kanamycin,125,EC,1,2,7128,0.9309644593094776
SV,2,CTRL,Kanamycin,250,EC,1,1,13440,0.6555328816204895
SV,2,CTRL,Kanamycin,250,EC,1,2,10368,0.7682371618117778
SV,2,CTRL,Kanamycin,500,EC,1,1,11352,0.7288597678888783
SV,2,CTRL,Kanamycin,500,EC,1,2,14112,0.6343435825505515
