researcher,screening_round,extract,extract_fraction,concentration,organism,biological_rep,technical_rep,auc,log_reduction_auc
YD,YD 1,MC13-8,CRUDE,0,EC,1,2,482,NaN
YD,YD 1,MC13-8,CRUDE,15.625,EC,1,1,-364,-0.8450980400142568
YD,YD 1,MC13-8,CRUDE,15.625,EC,1,2,-238,-0.6605736134217127
YD,YD 1,MC13-8,CRUDE,31.25,EC,1,1,-1068,-1.3125679090577385
YD,YD 1,MC13-8,CRUDE,31.25,EC,1,2,-500,-0.9829666607012196
YD,YD 1,MC13-8,CRUDE,62.5,EC,1,1,-864,-1.2205103988440942
YD,YD 1,MC13-8,CRUDE,62.5,EC,1,2,-488,-0.9724164783679115
YD,YD 1,MC13-8,CRUDE,125,EC,1,1,-694,-1.1253561268200558
YD,YD 1,MC13-8,CRUDE,125,EC,1,2,-584,-1.0504095034776002
YD,YD 1,MC13-8,CRUDE,250,EC,1,1,-1679.9999999999982,-1.5093059380910632
YD,YD 1,MC13-8,CRUDE,250,EC,1,2,-904,-1.240165086840564
YD,YD 1,MC13-8,CRUDE,500,EC,1,1,-1038,-1.3001940098776399
YD,YD 1,MC13-8,CRUDE,500,EC,1,2,-614,-1.0721650275063686
YD,YD 1,MC13-8,CRUDE,1000,EC,1,1,-450,-0.9372091701405445
YD,YD 1,MC13-8,CRUDE,1000,EC,1,2,-686,-1.1203207720719526
YD,YD 1,MC13-8,1,0,EC,1,1,892,NaN
YD,YD 1,MC13-8,1,0,EC,1,2,794,NaN
YD,YD 1,MC13-8,1,15.625,EC,1,1,466,NaN
YD,YD 1,MC13-8,1,15.625,EC,1,2,146,NaN
YD,YD 1,MC13-8,1,31.25,EC,1,1,-396,-0.8816918422907131
YD,YD 1,MC13-8,1,31.25,EC,1,2,234.00000000000364,NaN
YD,YD 1,MC13-8,1,62.5,EC,1,1,-700,-1.1290946963794577
YD,YD 1,MC13-8,1,62.5,EC,1,2,-258,-0.695616362328431
YD,YD 1,MC13-8,1,125,EC,1,1,-688,-1.1215850946007122
YD,YD 1,MC13-8,1,125,EC,1,2,-308,-0.7725473728656451
YD,YD 1,MC13-8,1,250,EC,1,1,-388,-0.872828381959408
YD,YD 1,MC13-8,1,250,EC,1,2,-326,-0.7972142564331398
YD,YD 1,MC13-8,1,500,EC,1,1,-636,-1.0874537720136146
YD,YD 1,MC13-8,1,500,EC,1,2,-286,-0.7403626894942439
YD,YD 1,MC13-8,1,1000,EC,1,1,-4,1.1139433523068367
YD,YD 1,MC13-8,1,1000,EC,1,2,-164,-0.49884050441289873
YD,YD 1,MC13-8,2,0,EC,1,1,282,NaN
YD,YD 1,MC13-8,2,0,EC,1,2,386,NaN
YD,YD 1,MC13-8,2,15.625,EC,1,1,360,NaN
YD,YD 1,MC13-8,2,15.625,EC,1,2,382,NaN
YD,YD 1,MC13-8,2,31.25,EC,1,1,596,NaN
YD,YD 1,MC13-8,2,31.25,EC,1,2,592,NaN
YD,YD 1,MC13-8,2,62.5,EC,1,1,14,NaN
YD,YD 1,MC13-8,2,62.5,EC,1,2,-90,-0.23823916580452573
YD,YD 1,MC13-8,2,125,EC,1,1,-14,0.5698753079565612
YD,YD 1,MC13-8,2,125,EC,1,2,170,NaN
YD,YD 1,MC13-8,2,250,EC,1,1,45.99999999999818,NaN
YD,YD 1,MC13-8,2,250,EC,1,2,-268,-0.7121314503939897
YD,YD 1,MC13-8,2,500,EC,1,1,546,NaN
YD,YD 1,MC13-8,2,500,EC,1,2,478,NaN
YD,YD 1,MC13-8,2,1000,EC,1,1,682,NaN
YD,YD 1,MC13-8,2,1000,EC,1,2,366,NaN
YD,YD 1,MC13-8,3,0,EC,1,1,396,NaN
YD,YD 1,MC13-8,3,0,EC,1,2,784,NaN
YD,YD 1,MC13-8,3,15.625,EC,1,1,530,NaN
YD,YD 1,MC13-8,3,15.625,EC,1,2,310,NaN
YD,YD 1,MC13-8,3,31.25,EC,1,1,614,NaN
YD,YD 1,MC13-8,3,31.25,EC,1,2,544,NaN
YD,YD 1,MC13-8,3,62.5,EC,1,1,-342.0000000000018,-0.8180227624213382
YD,YD 1,MC13-8,3,62.5,EC,1,2,92,NaN
YD,YD 1,MC13-8,3,125,EC,1,1,-60,-0.062147906748844434
YD,YD 1,MC13-8,3,125,EC,1,2,-24,0.3357921019231931
YD,YD 1,MC13-8,3,250,EC,1,1,98,NaN
YD,YD 1,MC13-8,3,250,EC,1,2,392,NaN
YD,YD 1,MC13-8,3,500,EC,1,1,810,NaN
YD,YD 1,MC13-8,3,500,EC,1,2,640,NaN
YD,YD 1,MC13-8,3,1000,EC,1,1,1156,NaN
YD,YD 1,MC13-8,3,1000,EC,1,2,1082,NaN
YD,YD 1,MC13-8,4,0,EC,1,1,978,NaN
YD,YD 1,MC13-8,4,0,EC,1,2,408,NaN
YD,YD 1,MC13-8,4,15.625,EC,1,1,582,NaN
YD,YD 1,MC13-8,4,15.625,EC,1,2,-78,-0.17609125905568124
YD,YD 1,MC13-8,4,31.25,EC,1,1,212,NaN
YD,YD 1,MC13-8,4,31.25,EC,1,2,102,NaN
YD,YD 1,MC13-8,4,62.5,EC,1,1,-504,-0.9864271928107261
YD,YD 1,MC13-8,4,62.5,EC,1,2,-174,-0.5245459046478006
YD,YD 1,MC13-8,4,125,EC,1,1,-298,-0.758212920441456
YD,YD 1,MC13-8,4,125,EC,1,2,-304,-0.7668702399739545
YD,YD 1,MC13-8,4,250,EC,1,1,-60.00000000000182,-0.06214790674885764
YD,YD 1,MC13-8,4,250,EC,1,2,-108,-0.3174204118521506
YD,YD 1,MC13-8,4,500,EC,1,1,704,NaN
YD,YD 1,MC13-8,4,500,EC,1,2,384,NaN
YD,YD 1,MC13-8,4,1000,EC,1,1,876,NaN
YD,YD 1,MC13-8,4,1000,EC,1,2,774,NaN
YD,YD 1,MC13-8,5,0,EC,1,1,-600,-1.0621479067488444
YD,YD 1,MC13-8,5,0,EC,1,2,-254,-0.6888303729851389
YD,YD 1,MC13-8,5,15.625,EC,1,1,-1427.9999999999964,-1.4387248638053554
YD,YD 1,MC13-8,5,15.625,EC,1,2,-1224,-1.3717780741747432
YD,YD 1,MC13-8,5,31.25,EC,1,1,-1024,-1.2942966130050129
YD,YD 1,MC13-8,5,31.25,EC,1,2,-1428,-1.4387248638053565
YD,YD 1,MC13-8,5,62.5,EC,1,1,-1330,-1.4078482973322866
YD,YD 1,MC13-8,5,62.5,EC,1,2,-1402,-1.4307446699958406
YD,YD 1,MC13-8,5,125,EC,1,1,-858,-1.2174839442139063
YD,YD 1,MC13-8,5,125,EC,1,2,-1078,-1.3166154172159208
YD,YD 1,MC13-8,5,250,EC,1,1,-30,0.23888208891513676
YD,YD 1,MC13-8,5,250,EC,1,2,-420.00000000000364,-0.9072459467631051
YD,YD 1,MC13-8,5,500,EC,1,1,824,NaN
YD,YD 1,MC13-8,5,500,EC,1,2,898,NaN
YD,YD 1,MC13-8,5,1000,EC,1,1,3018,NaN
YD,YD 1,MC13-8,5,1000,EC,1,2,3716,NaN
YD,YD 10,CTRL,Broth,0,SA,10,1,216,3.4706023902024947
YD,YD 10,CTRL,Broth,0,SA,10,2,144,3.646693649258176
YD,YD 10,CTRL,Broth,0.03125,SA,10,1,48,4.123814903977839
YD,YD 10,CTRL,Broth,0.03125,SA,10,2,0,Inf
YD,YD 10,CTRL,Broth,0.125,SA,10,1,912,2.8450613030250094
YD,YD 10,CTRL,Broth,0.125,SA,10,2,864,2.868542398874532
YD,YD 10,CTRL,Broth,0.5,SA,10,1,936,2.8337802926153204
YD,YD 10,CTRL,Broth,0.5,SA,10,2,864,2.868542398874532
YD,YD 10,CTRL,Broth,2,SA,10,1,912,2.8450613030250094
YD,YD 10,CTRL,Broth,2,SA,10,2,1008,2.801595609243919
YD,YD 10,CTRL,DMSO,0,SA,10,1,792,2.9063309597639324
YD,YD 10,CTRL,DMSO,0,SA,10,2,936,2.8337802926153204
YD,YD 10,CTRL,DMSO,0.015625,SA,10,1,48,4.123814903977839
YD,YD 10,CTRL,DMSO,0.015625,SA,10,2,96,3.8227849083138574
YD,YD 10,CTRL,DMSO,0.0625,SA,10,1,1080,2.771632385866476
YD,YD 10,CTRL,DMSO,0.0625,SA,10,2,888,2.8566431755748245
YD,YD 10,CTRL,DMSO,0.25,SA,10,1,984,2.812061042922084
YD,YD 10,CTRL,DMSO,0.25,SA,10,2,960,2.8227849083138574
YD,YD 10,CTRL,DMSO,1,SA,10,1,720,2.9477236449221573
YD,YD 10,CTRL,DMSO,1,SA,10,2,1056,2.7813922231556325
YD,YD 10,CTRL,DMSO,4,SA,10,1,523596,0.08605982124507265
YD,YD 10,CTRL,DMSO,4,SA,10,2,582204,0.03998095644445029
YD,YD 10,MC13-03,CRUDE,0,EC,1,1,29376,-0.045402819669666236
YD,YD 10,MC13-03,CRUDE,0,EC,1,2,23544,0.050709590759927634
YD,YD 10,MC13-03,CRUDE,0,PA,1,1,1709148,0.008901758440407068
YD,YD 10,MC13-03,CRUDE,0,PA,1,2,1962708,-0.05117426307352852
YD,YD 10,MC13-03,CRUDE,0,SA,1,1,556296,0.059750204159628305
YD,YD 10,MC13-03,CRUDE,0,SA,1,2,643440,-0.0034519143410599207
YD,YD 10,MC13-03,CRUDE,15.625,EC,1,1,22320,0.073895649585941
YD,YD 10,MC13-03,CRUDE,15.625,EC,1,2,19824,0.12539855081949391
YD,YD 10,MC13-03,CRUDE,15.625,PA,1,1,1886628,-0.034004846055112094
YD,YD 10,MC13-03,CRUDE,15.625,PA,1,2,1635552,0.028017073144631893
YD,YD 10,MC13-03,CRUDE,15.625,SA,1,1,647112,-0.005923312070174727
YD,YD 10,MC13-03,CRUDE,15.625,SA,1,2,713052,-0.04806506099435019
YD,YD 10,MC13-03,CRUDE,31.25,EC,1,1,21576,0.08861890640664741
YD,YD 10,MC13-03,CRUDE,31.25,EC,1,2,19008,0.14365341655038266
YD,YD 10,MC13-03,CRUDE,31.25,PA,1,1,1719552,0.006266115976779669
YD,YD 10,MC13-03,CRUDE,31.25,PA,1,2,1303944,0.1264224892751787
YD,YD 10,MC13-03,CRUDE,31.25,SA,1,1,684216,-0.03013708434253995
YD,YD 10,MC13-03,CRUDE,31.25,SA,1,2,716244,-0.050004855537824244
YD,YD 10,MC13-03,CRUDE,62.5,EC,1,1,17760,0.17314687840889992
YD,YD 10,MC13-03,CRUDE,62.5,EC,1,2,15696,0.2268008498156089
YD,YD 10,MC13-03,CRUDE,62.5,PA,1,1,1543007.9999999998,0.053313251841187015
YD,YD 10,MC13-03,CRUDE,62.5,PA,1,2,1274256,0.13642474238974553
YD,YD 10,MC13-03,CRUDE,62.5,SA,1,1,628764,0.006568473221757728
YD,YD 10,MC13-03,CRUDE,62.5,SA,1,2,656688,-0.012302938918637624
YD,YD 10,MC13-03,CRUDE,125,EC,1,1,16920,0.19418948114847742
YD,YD 10,MC13-03,CRUDE,125,EC,1,2,16200,0.21307482530885122
YD,YD 10,MC13-03,CRUDE,125,PA,1,1,1329275.9999999998,0.11806626592659085
YD,YD 10,MC13-03,CRUDE,125,PA,1,2,1118892,0.19289326090315914
YD,YD 10,MC13-03,CRUDE,125,SA,1,1,527340,0.08296542649756566
YD,YD 10,MC13-03,CRUDE,125,SA,1,2,553080,0.062268187181280556
YD,YD 10,MC13-03,CRUDE,250,EC,1,1,19944,0.12277757435576517
YD,YD 10,MC13-03,CRUDE,250,EC,1,2,14688,0.25562717599431495
YD,YD 10,MC13-03,CRUDE,250,PA,1,1,1160952,0.17686716554734505
YD,YD 10,MC13-03,CRUDE,250,PA,1,2,1021656,0.2323767397089842
YD,YD 10,MC13-03,CRUDE,250,SA,1,1,382068,0.2229154763564382
YD,YD 10,MC13-03,CRUDE,250,SA,1,2,410004,0.1922680476350228
YD,YD 10,MC13-03,CRUDE,500,EC,1,1,20544,0.1099048334627229
YD,YD 10,MC13-03,CRUDE,500,EC,1,2,17400,0.18204059156888244
YD,YD 10,MC13-03,CRUDE,500,PA,1,1,744588,0.3697653968666164
YD,YD 10,MC13-03,CRUDE,500,PA,1,2,723527.9999999999,0.3822260869308919
YD,YD 10,MC13-03,CRUDE,500,SA,1,1,302748,0.3239748585452155
YD,YD 10,MC13-03,CRUDE,500,SA,1,2,292416,0.33905500931383353
YD,YD 10,MC13-03,CRUDE,1000,EC,1,1,29808,-0.051742997700685224
YD,YD 10,MC13-03,CRUDE,1000,EC,1,2,21024,0.0998744919717954
YD,YD 10,MC13-03,CRUDE,1000,PA,1,1,449616,0.5888396719816757
YD,YD 10,MC13-03,CRUDE,1000,PA,1,2,369912,0.6735830094661683
YD,YD 10,MC13-03,CRUDE,1000,SA,1,1,200172,0.5036528129450879
YD,YD 10,MC13-03,CRUDE,1000,SA,1,2,191124,0.5237409152449815
YD,YD 10,MC13-03,1,0,EC,1,1,25296,0.019537987263348357
YD,YD 10,MC13-03,1,0,EC,1,2,25656,0.013400892931098137
YD,YD 10,MC13-03,1,0,PA,1,1,1654776,0.02294221609671577
YD,YD 10,MC13-03,1,0,PA,1,2,1740384,0.0010363475796346627
YD,YD 10,MC13-03,1,0,SA,1,1,720732,-0.05271766350731852
YD,YD 10,MC13-03,1,0,SA,1,2,717900,-0.05100781197967406
YD,YD 10,MC13-03,1,15.625,EC,1,1,20808,0.10435950066366584
YD,YD 10,MC13-03,1,15.625,EC,1,2,21216,0.09592633312680303
YD,YD 10,MC13-03,1,15.625,PA,1,1,1251624,0.1442075473985342
YD,YD 10,MC13-03,1,15.625,PA,1,2,807744,0.33440768886677597
YD,YD 10,MC13-03,1,15.625,SA,1,1,812136,-0.10457262077425279
YD,YD 10,MC13-03,1,15.625,SA,1,2,801432,-0.09881053782881229
YD,YD 10,MC13-03,1,31.25,EC,1,1,17832,0.17138978437930086
YD,YD 10,MC13-03,1,31.25,EC,1,2,20112,0.11913457950959967
YD,YD 10,MC13-03,1,31.25,PA,1,1,767615.9999999999,0.3565374111016743
YD,YD 10,MC13-03,1,31.25,PA,1,2,600480,0.4631828825183148
YD,YD 10,MC13-03,1,31.25,SA,1,1,823428,-0.11056948939006887
YD,YD 10,MC13-03,1,31.25,SA,1,2,800232,-0.09815977277971673
YD,YD 10,MC13-03,1,62.5,EC,1,1,14952,0.24789055148070654
YD,YD 10,MC13-03,1,62.5,EC,1,2,13776,0.2834667057419026
YD,YD 10,MC13-03,1,62.5,PA,1,1,599784,0.4636865533662019
YD,YD 10,MC13-03,1,62.5,PA,1,2,494352,0.5476451340663222
YD,YD 10,MC13-03,1,62.5,SA,1,1,831348,-0.11472671497346228
YD,YD 10,MC13-03,1,62.5,SA,1,2,867792,-0.13335950078469727
YD,YD 10,MC13-03,1,125,EC,1,1,15144,0.2423492388957418
YD,YD 10,MC13-03,1,125,EC,1,2,14208,0.2700568914169564
YD,YD 10,MC13-03,1,125,PA,1,1,635580,0.4385112069209188
YD,YD 10,MC13-03,1,125,PA,1,2,444120,0.5941810984445853
YD,YD 10,MC13-03,1,125,SA,1,1,815076,-0.10614196412492206
YD,YD 10,MC13-03,1,125,SA,1,2,817140,-0.10724032891051245
YD,YD 10,MC13-03,1,250,EC,1,1,15552,0.23080359226928276
YD,YD 10,MC13-03,1,250,EC,1,2,14352,0.2656774141514653
YD,YD 10,MC13-03,1,250,PA,1,1,714132,0.38790293549582305
YD,YD 10,MC13-03,1,250,PA,1,2,524532,0.52190944134851
YD,YD 10,MC13-03,1,250,SA,1,1,727295.9999999999,-0.05665505768135961
YD,YD 10,MC13-03,1,250,SA,1,2,758220.0000000001,-0.07473909452053108
YD,YD 10,MC13-03,1,500,EC,1,1,15192,0.24097488812252102
YD,YD 10,MC13-03,1,500,EC,1,2,15456,0.23349273078006402
YD,YD 10,MC13-03,1,500,PA,1,1,762816,0.3592616358284095
YD,YD 10,MC13-03,1,500,PA,1,2,600648,0.46306139426155024
YD,YD 10,MC13-03,1,500,SA,1,1,635315.9999999999,0.0020663484702174626
YD,YD 10,MC13-03,1,500,SA,1,2,636576,0.0012058804018484652
YD,YD 10,MC13-03,1,1000,EC,1,1,15192,0.24097488812252102
YD,YD 10,MC13-03,1,1000,EC,1,2,16992,0.19234534045010712
YD,YD 10,MC13-03,1,1000,PA,1,1,329580,0.7237205801823194
YD,YD 10,MC13-03,1,1000,PA,1,2,426192,0.6120761362233654
YD,YD 10,MC13-03,1,1000,SA,1,1,475908,0.12753313601536764
YD,YD 10,MC13-03,1,1000,SA,1,2,525252,0.08468842661087551
YD,YD 10,MC13-03,2,0,EC,1,1,25584,0.014621393449322676
YD,YD 10,MC13-03,2,0,EC,1,2,28728,-0.03571555226653449
YD,YD 10,MC13-03,2,0,PA,1,1,1631712,0.029037922135334904
YD,YD 10,MC13-03,2,0,PA,1,2,1679724,0.016443502102030598
YD,YD 10,MC13-03,2,0,SA,1,1,686688,-0.03170331673057307
YD,YD 10,MC13-03,2,0,SA,1,2,751260.0000000001,-0.07073412457705681
YD,YD 10,MC13-03,2,15.625,EC,1,1,21624,0.08765380716081318
YD,YD 10,MC13-03,2,15.625,EC,1,2,23400,0.05337398244133934
YD,YD 10,MC13-03,2,15.625,PA,1,1,742668,0.370886718103153
YD,YD 10,MC13-03,2,15.625,PA,1,2,690576,0.4024699486070216
YD,YD 10,MC13-03,2,15.625,SA,1,1,735312.0000000001,-0.061415512189724346
YD,YD 10,MC13-03,2,15.625,SA,1,2,799344,-0.09767757807368453
YD,YD 10,MC13-03,2,31.25,EC,1,1,20496,0.11092072745087107
YD,YD 10,MC13-03,2,31.25,EC,1,2,17520,0.17905573801942024
YD,YD 10,MC13-03,2,31.25,PA,1,1,459732,0.5791766953829353
YD,YD 10,MC13-03,2,31.25,PA,1,2,481116,0.5594316295416151
YD,YD 10,MC13-03,2,31.25,SA,1,1,827796,-0.11286718215837427
YD,YD 10,MC13-03,2,31.25,SA,1,2,863364,-0.1311377944107601
YD,YD 10,MC13-03,2,62.5,EC,1,1,16008,0.2182527642233272
YD,YD 10,MC13-03,2,62.5,EC,1,2,14400,0.26422734775623247
YD,YD 10,MC13-03,2,62.5,PA,1,1,397860,0.6419511512916695
YD,YD 10,MC13-03,2,62.5,PA,1,2,416460,0.622108134801319
YD,YD 10,MC13-03,2,62.5,SA,1,1,880464,-0.13965546208334612
YD,YD 10,MC13-03,2,62.5,SA,1,2,868968,-0.1339476423687665
YD,YD 10,MC13-03,2,125,EC,1,1,14256,0.26859215315868257
YD,YD 10,MC13-03,2,125,EC,1,2,14304,0.2671323383996397
YD,YD 10,MC13-03,2,125,PA,1,1,380184,0.6616875939067305
YD,YD 10,MC13-03,2,125,PA,1,2,353135.99999999994,0.6937394361692357
YD,YD 10,MC13-03,2,125,SA,1,1,734448,-0.060904911172432914
YD,YD 10,MC13-03,2,125,SA,1,2,773232.0000000001,-0.08325367753625883
YD,YD 10,MC13-03,2,250,EC,1,1,17040,0.19112024942080086
YD,YD 10,MC13-03,2,250,EC,1,2,16992,0.19234534045010712
YD,YD 10,MC13-03,2,250,PA,1,1,446640,0.591723814744949
YD,YD 10,MC13-03,2,250,PA,1,2,442536,0.5957328235582252
YD,YD 10,MC13-03,2,250,SA,1,1,446712,0.15502852229599584
YD,YD 10,MC13-03,2,250,SA,1,2,492144,0.11296394660391568
YD,YD 10,MC13-03,2,500,EC,1,1,25872,0.009759837289156262
YD,YD 10,MC13-03,2,500,EC,1,2,24192,0.03891806603036967
YD,YD 10,MC13-03,2,500,PA,1,1,619068,0.4499430739391365
YD,YD 10,MC13-03,2,500,PA,1,2,517308,0.5279322349033695
YD,YD 10,MC13-03,2,500,SA,1,1,179916,0.5499863543129023
YD,YD 10,MC13-03,2,500,SA,1,2,210372,0.48206820556139585
YD,YD 10,MC13-03,2,1000,EC,1,1,29136,-0.041840088599362654
YD,YD 10,MC13-03,2,1000,EC,1,2,20688.000000000004,0.10687133231516326
YD,YD 10,MC13-03,2,1000,PA,1,1,364320,0.6801984163162544
YD,YD 10,MC13-03,2,1000,PA,1,2,479172,0.5611899970858104
YD,YD 10,MC13-03,2,1000,SA,1,1,13296,1.68133513491339
YD,YD 10,MC13-03,2,1000,SA,1,2,4272,2.174424897332926
YD,YD 10,MC13-03,3,0,EC,1,1,22920,0.0623752265561298
YD,YD 10,MC13-03,3,0,EC,1,2,26088,0.006149054053581625
YD,YD 10,MC13-03,3,0,PA,1,1,1660932,0.021329577165605115
YD,YD 10,MC13-03,3,0,PA,1,2,1809564,-0.015892518097469284
YD,YD 10,MC13-03,3,0,SA,1,1,748836.0000000001,-0.06933057341712634
YD,YD 10,MC13-03,3,0,SA,1,2,721536,-0.05320186311463074
YD,YD 10,MC13-03,3,15.625,EC,1,1,21000,0.10037054511756292
YD,YD 10,MC13-03,3,15.625,EC,1,2,21576,0.08861890640664741
YD,YD 10,MC13-03,3,15.625,PA,1,1,768168.0000000001,0.35622521802721324
YD,YD 10,MC13-03,3,15.625,PA,1,2,730848,0.3778543667544419
YD,YD 10,MC13-03,3,15.625,SA,1,1,794100,-0.09481905466758492
YD,YD 10,MC13-03,3,15.625,SA,1,2,817692,-0.10753360744080902
YD,YD 10,MC13-03,3,31.25,EC,1,1,20424,0.11244903805528829
YD,YD 10,MC13-03,3,31.25,EC,1,2,18000,0.16731733474817612
YD,YD 10,MC13-03,3,31.25,PA,1,1,495720,0.546444988563111
YD,YD 10,MC13-03,3,31.25,PA,1,2,506760,0.5368791021147894
YD,YD 10,MC13-03,3,31.25,SA,1,1,845064,-0.12183345966053767
YD,YD 10,MC13-03,3,31.25,SA,1,2,821556,-0.10958103038854322
YD,YD 10,MC13-03,3,62.5,EC,1,1,13728,0.2849825693468519
YD,YD 10,MC13-03,3,62.5,EC,1,2,15384,0.23552056862105875
YD,YD 10,MC13-03,3,62.5,PA,1,1,432216,0.6059805898001797
YD,YD 10,MC13-03,3,62.5,PA,1,2,557256,0.49562667634197677
YD,YD 10,MC13-03,3,62.5,SA,1,1,844056,-0.12131512006391339
YD,YD 10,MC13-03,3,62.5,SA,1,2,865164,-0.13204229853218263
YD,YD 10,MC13-03,3,125,EC,1,1,15600,0.2294652414970206
YD,YD 10,MC13-03,3,125,EC,1,2,17088,0.18989860450301976
YD,YD 10,MC13-03,3,125,PA,1,1,392700,0.6476205283169038
YD,YD 10,MC13-03,3,125,PA,1,2,413988,0.6246936768947171
YD,YD 10,MC13-03,3,125,SA,1,1,788388,-0.09168386393758612
YD,YD 10,MC13-03,3,125,SA,1,2,798864,-0.09741670920357325
YD,YD 10,MC13-03,3,250,EC,1,1,15000,0.24649858079580092
YD,YD 10,MC13-03,3,250,EC,1,2,14832,0.2513901230510603
YD,YD 10,MC13-03,3,250,PA,1,1,442488,0.5957799321906505
YD,YD 10,MC13-03,3,250,PA,1,2,458028,0.5807894016406626
YD,YD 10,MC13-03,3,250,SA,1,1,718164,-0.05116748974405516
YD,YD 10,MC13-03,3,250,SA,1,2,695616,-0.03731342138466072
YD,YD 10,MC13-03,3,500,EC,1,1,21144,0.09740268972782824
YD,YD 10,MC13-03,3,500,EC,1,2,19800,0.12592464958995103
YD,YD 10,MC13-03,3,500,PA,1,1,557328,0.4955705671519282
YD,YD 10,MC13-03,3,500,PA,1,2,562608,0.49147552626728785
YD,YD 10,MC13-03,3,500,SA,1,1,417888,0.183996241156459
YD,YD 10,MC13-03,3,500,SA,1,2,353112,0.2571436646704514
YD,YD 10,MC13-03,3,1000,EC,1,1,23855.999999999996,0.04499221374256288
YD,YD 10,MC13-03,3,1000,EC,1,2,27720,-0.02020338608828699
YD,YD 10,MC13-03,3,1000,PA,1,1,555192,0.4972382300311698
YD,YD 10,MC13-03,3,1000,PA,1,2,559056,0.4942261167404907
YD,YD 10,MC13-03,3,1000,SA,1,1,215460,0.47168948584370896
YD,YD 10,MC13-03,3,1000,SA,1,2,155976,0.6119983626747484
YD,YD 10,MC13-03,4,0,EC,1,1,26832,-0.006063205410528364
YD,YD 10,MC13-03,4,0,EC,1,2,32544,-0.08988109139116839
YD,YD 10,MC13-03,4,0,PA,1,1,1783044,-0.00948063076213632
YD,YD 10,MC13-03,4,0,PA,1,2,1824396,-0.019437681789169187
YD,YD 10,MC13-03,4,0,SA,1,1,718308,-0.05125456196767463
YD,YD 10,MC13-03,4,0,SA,1,2,633252,0.0034795712562690076
YD,YD 10,MC13-03,4,15.625,EC,1,1,21120,0.0978959259897075
YD,YD 10,MC13-03,4,15.625,EC,1,2,19728,0.12750678059982576
YD,YD 10,MC13-03,4,15.625,PA,1,1,790836,0.3435949987819439
YD,YD 10,MC13-03,4,15.625,PA,1,2,864444,0.3049445653246667
YD,YD 10,MC13-03,4,15.625,SA,1,1,752339.9999999999,-0.07135801141014744
YD,YD 10,MC13-03,4,15.625,SA,1,2,716652,-0.05025217586449857
YD,YD 10,MC13-03,4,31.25,EC,1,1,19056,0.14255809571277991
YD,YD 10,MC13-03,4,31.25,EC,1,2,18768,0.14917184508002812
YD,YD 10,MC13-03,4,31.25,PA,1,1,475284,0.5647282351719451
YD,YD 10,MC13-03,4,31.25,PA,1,2,471228,0.5684503416023982
YD,YD 10,MC13-03,4,31.25,SA,1,1,756588,-0.07380330745221332
YD,YD 10,MC13-03,4,31.25,SA,1,2,787956,-0.09144582551338543
YD,YD 10,MC13-03,4,62.5,EC,1,1,13320,0.2980856150171999
YD,YD 10,MC13-03,4,62.5,EC,1,2,13032,0.30757876855102917
YD,YD 10,MC13-03,4,62.5,PA,1,1,448392,0.5900235740739515
YD,YD 10,MC13-03,4,62.5,PA,1,2,450780,0.5877167903639207
YD,YD 10,MC13-03,4,62.5,SA,1,1,775488,-0.0845189405201121
YD,YD 10,MC13-03,4,62.5,SA,1,2,768816.0000000001,-0.08076627159973283
YD,YD 10,MC13-03,4,125,EC,1,1,11952,0.3451492553801586
YD,YD 10,MC13-03,4,125,EC,1,2,12984,0.3091813330333067
YD,YD 10,MC13-03,4,125,PA,1,1,431280,0.6069221107667421
YD,YD 10,MC13-03,4,125,PA,1,2,423864,0.6144548973438845
YD,YD 10,MC13-03,4,125,SA,1,1,562896,0.05462797882592891
YD,YD 10,MC13-03,4,125,SA,1,2,526980,0.08326200821765307
YD,YD 10,MC13-03,4,250,EC,1,1,15312,0.23755791941871382
YD,YD 10,MC13-03,4,250,EC,1,2,14232,0.2693239047756136
YD,YD 10,MC13-03,4,250,PA,1,1,466188,0.5731203392977802
YD,YD 10,MC13-03,4,250,PA,1,2,571188,0.4849023547486973
YD,YD 10,MC13-03,4,250,SA,1,1,240192,0.42449760295645617
YD,YD 10,MC13-03,4,250,SA,1,2,215340,0.47193143263654225
YD,YD 10,MC13-03,4,500,EC,1,1,20520,0.11041248341170352
YD,YD 10,MC13-03,4,500,EC,1,2,24288,0.03719808563609584
YD,YD 10,MC13-03,4,500,PA,1,1,581316,0.47726915305088524
YD,YD 10,MC13-03,4,500,PA,1,2,630732,0.44183656423396706
YD,YD 10,MC13-03,4,500,SA,1,1,112032,0.7557140522684871
YD,YD 10,MC13-03,4,500,SA,1,2,99744,0.8061693607566799
YD,YD 10,MC13-03,4,1000,EC,1,1,49583.999999999985,-0.27275171904372547
YD,YD 10,MC13-03,4,1000,EC,1,2,50952,-0.28457139602612264
YD,YD 10,MC13-03,4,1000,PA,1,1,452148,0.5864008154338504
YD,YD 10,MC13-03,4,1000,PA,1,2,531204,0.5164200929499002
YD,YD 10,MC13-03,4,1000,SA,1,1,10920,1.7668335029847073
YD,YD 10,MC13-03,4,1000,SA,1,2,5519.999999999999,2.063117063624227
YD,YD 10,MC13-03,5,0,EC,1,1,30576,-0.06279082985945544
YD,YD 10,MC13-03,5,0,EC,1,2,38592,-0.16390744627255632
YD,YD 10,MC13-03,5,0,PA,1,1,1775556,-0.007652944660819545
YD,YD 10,MC13-03,5,0,PA,1,2,1748700,-0.0010338804517854917
