researcher,screening_round,extract,extract_fraction,concentration,organism,biological_rep,technical_rep,auc,log_reduction_auc
AG,AG 11,CTRL,NA,5,MM,11,2,120,2.302114376956201
AG,AG 11,CTRL,NA,10,MM,11,1,144,2.2229331309085762
AG,AG 11,CTRL,NA,10,MM,11,2,192,2.0979943943002763
AG,AG 11,CTRL,NA,15.625,MA,11,1,236520,0.09965997258886955
AG,AG 11,CTRL,NA,15.625,MA,11,2,294252,0.00480841953636355
AG,AG 11,CTRL,NA,31.25,MA,11,1,257064,0.06348658189367302
AG,AG 11,CTRL,NA,31.25,MA,11,2,293580,0.005801376772355754
AG,AG 11,CTRL,NA,62.5,MA,11,1,224760,0.1218088194930754
AG,AG 11,CTRL,NA,62.5,MA,11,2,275472,0.033450380793392104
AG,AG 11,CTRL,NA,125,MA,11,1,213360,0.14441484023411788
AG,AG 11,CTRL,NA,125,MA,11,2,221856,0.12745666439725986
AG,AG 11,CTRL,NA,250,MA,11,1,146904,0.3064942217051441
AG,AG 11,CTRL,NA,250,MA,11,2,157944,0.2750247104043357
AG,AG 11,CTRL,NA,500,MA,11,1,74496,0.6013948886181808
AG,AG 11,CTRL,NA,500,MA,11,2,75576,0.5951439405677876
AG,AG 11,CTRL,NA,1000,MA,11,1,15864,1.2731151417186912
AG,AG 11,CTRL,NA,1000,MA,11,2,20232,1.1674890265795892
AG,AG 11,MC13-57,CRUDE,0,MA,1,1,424332,-0.15417794138281823
AG,AG 11,MC13-57,CRUDE,0,MA,1,2,426276,-0.1561630389665274
AG,AG 11,MC13-57,CRUDE,0,MM,1,1,27912.000000000004,-0.06449533343622858
AG,AG 11,MC13-57,CRUDE,0,MM,1,2,21624,0.04635959031315692
AG,AG 11,MC13-57,CRUDE,15.625,MA,1,1,332868,-0.04874420369339319
AG,AG 11,MC13-57,CRUDE,15.625,MA,1,2,285756,0.017532484900115483
AG,AG 11,MC13-57,CRUDE,15.625,MM,1,1,28248,-0.06969208155121479
AG,AG 11,MC13-57,CRUDE,15.625,MM,1,2,30072,-0.09686668970193008
AG,AG 11,MC13-57,CRUDE,31.25,MA,1,1,365364,-0.08919791035899267
AG,AG 11,MC13-57,CRUDE,31.25,MA,1,2,325044,-0.038414310874601565
AG,AG 11,MC13-57,CRUDE,31.25,MM,1,1,30312,-0.10031896926311083
AG,AG 11,MC13-57,CRUDE,31.25,MM,1,2,25320,-0.022168078341491537
AG,AG 11,MC13-57,CRUDE,62.5,MA,1,1,339156,-0.05687166164548082
AG,AG 11,MC13-57,CRUDE,62.5,MA,1,2,307020,-0.013638824439823304
AG,AG 11,MC13-57,CRUDE,62.5,MM,1,1,26640.000000000004,-0.04423859749443756
AG,AG 11,MC13-57,CRUDE,62.5,MM,1,2,26232,-0.03753578065748284
AG,AG 11,MC13-57,CRUDE,125,MA,1,1,355068,-0.07678369097496295
AG,AG 11,MC13-57,CRUDE,125,MA,1,2,312852,-0.021811092763872074
AG,AG 11,MC13-57,CRUDE,125,MM,1,1,26688,-0.04502040595381879
AG,AG 11,MC13-57,CRUDE,125,MM,1,2,32136,-0.12569619571978902
AG,AG 11,MC13-57,CRUDE,250,MA,1,1,316116,-0.026318635004804088
AG,AG 11,MC13-57,CRUDE,250,MA,1,2,341364,-0.05968987589638469
AG,AG 11,MC13-57,CRUDE,250,MM,1,1,22800,0.023360776003372132
AG,AG 11,MC13-57,CRUDE,250,MM,1,2,24120,-0.0010816804642877409
AG,AG 11,MC13-57,CRUDE,500,MA,1,1,387528,-0.11477524407136327
AG,AG 11,MC13-57,CRUDE,500,MA,1,2,357108,-0.07927173653178235
AG,AG 11,MC13-57,CRUDE,500,MM,1,1,16968,0.15166496749532055
AG,AG 11,MC13-57,CRUDE,500,MM,1,2,26064,-0.03474544396060822
AG,AG 11,MC13-57,CRUDE,1000,MA,1,1,427080,-0.15698139113553314
AG,AG 11,MC13-57,CRUDE,1000,MA,1,2,328572,-0.04310270838149283
AG,AG 11,MC13-57,CRUDE,1000,MM,1,1,17112,0.14799485144035437
AG,AG 11,MC13-57,CRUDE,1000,MM,1,2,18936,0.10400737808279961
AG,AG 11,MC13-57,1,0,MA,1,1,411612,-0.14096018463659193
AG,AG 11,MC13-57,1,0,MA,1,2,356568,-0.07861452215163549
AG,AG 11,MC13-57,1,0,MM,1,1,26616,-0.04384716485694014
AG,AG 11,MC13-57,1,0,MM,1,2,27744,-0.06187345279229036
AG,AG 11,MC13-57,1,15.625,MA,1,1,277932,0.029589290297101882
AG,AG 11,MC13-57,1,15.625,MA,1,2,256068,0.06517253345079974
AG,AG 11,MC13-57,1,15.625,MM,1,1,28728,-0.07700976911419072
AG,AG 11,MC13-57,1,15.625,MM,1,2,22728,0.024734402288946484
AG,AG 11,MC13-57,1,31.25,MA,1,1,299436,-0.0027761697292651684
AG,AG 11,MC13-57,1,31.25,MA,1,2,284028,0.020166687213674702
AG,AG 11,MC13-57,1,31.25,MM,1,1,28631.999999999996,-0.07555606237812193
AG,AG 11,MC13-57,1,31.25,MM,1,2,29376,-0.08669703651732245
AG,AG 11,MC13-57,1,62.5,MA,1,1,255072,0.06686505546609166
AG,AG 11,MC13-57,1,62.5,MA,1,2,304764,-0.01043582209832982
AG,AG 11,MC13-57,1,62.5,MM,1,1,28200.000000000004,-0.06895348531553518
AG,AG 11,MC13-57,1,62.5,MM,1,2,27192.000000000004,-0.05314552857117736
AG,AG 11,MC13-57,1,125,MA,1,1,280824,0.025093621857882126
AG,AG 11,MC13-57,1,125,MA,1,2,308484,-0.015704800682139176
AG,AG 11,MC13-57,1,125,MM,1,1,33048,-0.13784955896470377
AG,AG 11,MC13-57,1,125,MM,1,2,28607.999999999996,-0.07519187411199764
AG,AG 11,MC13-57,1,250,MA,1,1,316476,-0.02681293790576793
AG,AG 11,MC13-57,1,250,MA,1,2,297000,7.713935987252459e-4
AG,AG 11,MC13-57,1,250,MM,1,1,26208,-0.03713825707649852
AG,AG 11,MC13-57,1,250,MM,1,2,23448,0.011189817573446822
AG,AG 11,MC13-57,1,500,MA,1,1,298872,-0.0019573868938503234
AG,AG 11,MC13-57,1,500,MA,1,2,298524,-0.0014514092950796214
AG,AG 11,MC13-57,1,500,MM,1,1,20712,0.06507358557701033
AG,AG 11,MC13-57,1,500,MM,1,2,23688,0.00676722862258319
AG,AG 11,MC13-57,1,1000,MA,1,1,354276,-0.07581388965825915
AG,AG 11,MC13-57,1,1000,MA,1,2,50640,0.7690341459066389
AG,AG 11,MC13-57,1,1000,MM,1,1,15816,0.1821989666982101
AG,AG 11,MC13-57,1,1000,MM,1,2,12240,0.29351420519428356
AG,AG 11,MC13-57,2,0,MA,1,1,233904,0.10449019415905578
AG,AG 11,MC13-57,2,0,MA,1,2,270372,0.04156612929698747
AG,AG 11,MC13-57,2,0,MM,1,1,21144,0.056108472880172025
AG,AG 11,MC13-57,2,0,MM,1,2,27456,-0.05734164316478549
AG,AG 11,MC13-57,2,15.625,MA,1,1,227448,0.11664572057952016
AG,AG 11,MC13-57,2,15.625,MA,1,2,259644,0.059149551790750994
AG,AG 11,MC13-57,2,15.625,MM,1,1,25560,-0.026265226482536614
AG,AG 11,MC13-57,2,15.625,MM,1,2,26544,-0.042670745676459565
AG,AG 11,MC13-57,2,31.25,MA,1,1,260100,0.05838749072006487
AG,AG 11,MC13-57,2,31.25,MA,1,2,256968,0.0636487985290087
AG,AG 11,MC13-57,2,31.25,MM,1,1,30240,-0.09928616382534301
AG,AG 11,MC13-57,2,31.25,MM,1,2,26328.000000000004,-0.03912224628249127
AG,AG 11,MC13-57,2,62.5,MA,1,1,269688,0.04266622034041739
AG,AG 11,MC13-57,2,62.5,MA,1,2,263856,0.05216086857461981
AG,AG 11,MC13-57,2,62.5,MM,1,1,23472,0.0107455265046185
AG,AG 11,MC13-57,2,62.5,MM,1,2,25824,-0.03072789003815043
AG,AG 11,MC13-57,2,125,MA,1,1,270312,0.04166251709104521
AG,AG 11,MC13-57,2,125,MA,1,2,264336,0.051371529059067826
AG,AG 11,MC13-57,2,125,MM,1,1,25560,-0.026265226482536614
AG,AG 11,MC13-57,2,125,MM,1,2,11952,0.30385503853250234
AG,AG 11,MC13-57,2,250,MA,1,1,266664,0.04756345361019033
AG,AG 11,MC13-57,2,250,MA,1,2,277728,0.029908176228386294
AG,AG 11,MC13-57,2,250,MM,1,1,22224,0.03447339461028556
AG,AG 11,MC13-57,2,250,MM,1,2,23352,0.01297154102386799
AG,AG 11,MC13-57,2,500,MA,1,1,274368,0.035194385421417756
AG,AG 11,MC13-57,2,500,MA,1,2,277944,0.02957053959088808
AG,AG 11,MC13-57,2,500,MM,1,1,15816,0.1821989666982101
AG,AG 11,MC13-57,2,500,MM,1,2,18576,0.1123434206093273
AG,AG 11,MC13-57,2,1000,MA,1,1,324852,-0.03815770199271478
AG,AG 11,MC13-57,2,1000,MA,1,2,322188,-0.03458151802500742
AG,AG 11,MC13-57,2,1000,MM,1,1,8904,0.431710471677174
AG,AG 11,MC13-57,2,1000,MM,1,2,10728,0.3507768581602834
AG,AG 11,MC13-57,3,0,MA,1,1,271644,0.03952772602059127
AG,AG 11,MC13-57,3,0,MA,1,2,298020,-7.175674629293847e-4
AG,AG 11,MC13-57,3,0,MM,1,1,27312,-0.05505788076683245
AG,AG 11,MC13-57,3,0,MM,1,2,23616,0.008089282860878412
AG,AG 11,MC13-57,3,15.625,MA,1,1,258288,0.06142361349385653
AG,AG 11,MC13-57,3,15.625,MA,1,2,330708,-0.045916857936173616
AG,AG 11,MC13-57,3,15.625,MM,1,1,23856,0.0036979968949065966
AG,AG 11,MC13-57,3,15.625,MM,1,2,23160,0.016557067948427352
AG,AG 11,MC13-57,3,31.25,MA,1,1,291972,0.00818663814065639
AG,AG 11,MC13-57,3,31.25,MA,1,2,292596,0.007259458207307919
AG,AG 11,MC13-57,3,31.25,MM,1,1,28584.000000000004,-0.07482738019055764
AG,AG 11,MC13-57,3,31.25,MM,1,2,25968,-0.0331428794783307
AG,AG 11,MC13-57,3,62.5,MA,1,1,311604,-0.020075181074248008
AG,AG 11,MC13-57,3,62.5,MA,1,2,290952,0.00970649604202108
AG,AG 11,MC13-57,3,62.5,MM,1,1,24480,-0.007515790469697608
AG,AG 11,MC13-57,3,62.5,MM,1,2,26448,-0.04109721322354635
AG,AG 11,MC13-57,3,125,MA,1,1,302328,-0.0069505281532705535
AG,AG 11,MC13-57,3,125,MA,1,2,343752,-0.06271739071928914
AG,AG 11,MC13-57,3,125,MM,1,1,25584,-0.0266728233983335
AG,AG 11,MC13-57,3,125,MM,1,2,25392,-0.02340128640694707
AG,AG 11,MC13-57,3,250,MA,1,1,275328,0.03367746288060666
AG,AG 11,MC13-57,3,250,MA,1,2,362952,-0.0863213509534814
AG,AG 11,MC13-57,3,250,MM,1,1,20016,0.07991833065448121
AG,AG 11,MC13-57,3,250,MM,1,2,19944,0.08148335750810895
AG,AG 11,MC13-57,3,500,MA,1,1,290400,0.010531230887881498
AG,AG 11,MC13-57,3,500,MA,1,2,384048,-0.11085766486918819
AG,AG 11,MC13-57,3,500,MM,1,1,14352,0.22438319730380907
AG,AG 11,MC13-57,3,500,MM,1,2,18456,0.11515804149078887
AG,AG 11,MC13-57,3,1000,MA,1,1,300288,-0.004010134511441224
AG,AG 11,MC13-57,3,1000,MA,1,2,331728,-0.047254287428618445
AG,AG 11,MC13-57,3,1000,MM,1,1,16080,0.1750095785913935
AG,AG 11,MC13-57,3,1000,MM,1,2,10776,0.3488380402888967
AG,AG 11,MC13-57,4,0,MA,1,1,134736,0.34404419290591126
AG,AG 11,MC13-57,4,0,MA,1,2,303972,-0.009305738043016865
AG,AG 11,MC13-57,4,0,MM,1,1,20040,0.07939790580861784
AG,AG 11,MC13-57,4,0,MM,1,2,25464,-0.024631002609120742
AG,AG 11,MC13-57,4,15.625,MA,1,1,326412,-0.04023827358128096
AG,AG 11,MC13-57,4,15.625,MA,1,2,322164,-0.034549165933074825
AG,AG 11,MC13-57,4,15.625,MM,1,1,22704,0.025193244890427142
AG,AG 11,MC13-57,4,15.625,MM,1,2,23496,0.010301689489082113
AG,AG 11,MC13-57,4,31.25,MA,1,1,357696,-0.07998624068385467
AG,AG 11,MC13-57,4,31.25,MA,1,2,347424,-0.06733197323183014
AG,AG 11,MC13-57,4,31.25,MM,1,1,23784,0.005010726806944586
AG,AG 11,MC13-57,4,31.25,MM,1,2,20064,0.07887810385320354
AG,AG 11,MC13-57,4,62.5,MA,1,1,409824,-0.1390695449275776
AG,AG 11,MC13-57,4,62.5,MA,1,2,417048,-0.14665819991260612
AG,AG 11,MC13-57,4,62.5,MM,1,1,24432,-0.006663396708519984
AG,AG 11,MC13-57,4,62.5,MM,1,2,22512,0.02888154291315546
AG,AG 11,MC13-57,4,125,MA,1,1,353112,-0.07438463376703665
AG,AG 11,MC13-57,4,125,MA,1,2,392808,-0.12065248121036777
AG,AG 11,MC13-57,4,125,MM,1,1,19752,0.08568454607995006
AG,AG 11,MC13-57,4,125,MM,1,2,18912,0.10455816380266461
AG,AG 11,MC13-57,4,250,MA,1,1,303504,-0.008636576272867914
AG,AG 11,MC13-57,4,250,MA,1,2,304128,-0.009528563041086659
AG,AG 11,MC13-57,4,250,MM,1,1,13991.999999999998,0.23541582653320586
AG,AG 11,MC13-57,4,250,MM,1,2,13752.000000000002,0.24292975932482985
AG,AG 11,MC13-57,4,500,MA,1,1,171264,0.23986175983626495
AG,AG 11,MC13-57,4,500,MA,1,2,198816,0.17507651098291657
AG,AG 11,MC13-57,4,500,MM,1,1,984,1.3883005245724844
AG,AG 11,MC13-57,4,500,MM,1,2,1800,1.1260231179005198
AG,AG 11,MC13-57,4,1000,MA,1,1,1152,2.412075363828744
AG,AG 11,MC13-57,4,1000,MA,1,2,3552,1.9230548858093741
AG,AG 11,MC13-57,4,1000,MM,1,1,96,2.3990243899642576
AG,AG 11,MC13-57,4,1000,MM,1,2,120,2.302114376956201
AG,AG 11,MC13-57,5,0,MA,1,1,284340,0.019689883832892822
AG,AG 11,MC13-57,5,0,MA,1,2,297036,7.187550334946822e-4
AG,AG 11,MC13-57,5,0,MM,1,1,24504,-0.007941360794690343
AG,AG 11,MC13-57,5,0,MM,1,2,22008,0.038715045622198824
AG,AG 11,MC13-57,5,15.625,MA,1,1,330696,-0.045901098933254336
AG,AG 11,MC13-57,5,15.625,MA,1,2,407436,-0.13653155659016042
AG,AG 11,MC13-57,5,15.625,MM,1,1,22104,0.036824751095370985
AG,AG 11,MC13-57,5,15.625,MM,1,2,20232,0.07525680666747758
AG,AG 11,MC13-57,5,31.25,MA,1,1,383952,-0.11074909124814691
AG,AG 11,MC13-57,5,31.25,MA,1,2,441636,-0.17153662480362697
AG,AG 11,MC13-57,5,31.25,MM,1,1,21600,0.046841871852895026
AG,AG 11,MC13-57,5,31.25,MM,1,2,20736,0.06457063881332663
AG,AG 11,MC13-57,5,62.5,MA,1,1,397440,-0.12574373124452976
AG,AG 11,MC13-57,5,62.5,MA,1,2,496740,-0.22260129006061427
AG,AG 11,MC13-57,5,62.5,MM,1,1,19584,0.08939422253835877
AG,AG 11,MC13-57,5,62.5,MM,1,2,19440,0.09259936241357018
AG,AG 11,MC13-57,5,125,MA,1,1,450444,-0.18011296349191375
AG,AG 11,MC13-57,5,125,MA,1,2,535644,-0.25534840162332073
AG,AG 11,MC13-57,5,125,MM,1,1,14688,0.21433295914665876
AG,AG 11,MC13-57,5,125,MM,1,2,6888,0.5432024845582276
AG,AG 11,MC13-57,5,250,MA,1,1,469020,-0.197663519424824
AG,AG 11,MC13-57,5,250,MA,1,2,522024,-0.24416262718970058
AG,AG 11,MC13-57,5,250,MM,1,1,1968,1.0872705289085032
AG,AG 11,MC13-57,5,250,MM,1,2,1200,1.3021143769562011
AG,AG 11,MC13-57,5,500,MA,1,1,381936,-0.10846275252072918
AG,AG 11,MC13-57,5,500,MA,1,2,423012,-0.1528248446951846
AG,AG 11,MC13-57,5,500,MM,1,1,168,2.155986341277963
AG,AG 11,MC13-57,5,500,MM,1,2,24,3.00108438129222
AG,AG 11,MC13-57,5,1000,MA,1,1,293808,0.005464226041162939
AG,AG 11,MC13-57,5,1000,MA,1,2,280032,0.02632018075463654
AG,AG 11,MC13-57,5,1000,MM,1,1,168,2.155986341277963
AG,AG 11,MC13-57,5,1000,MM,1,2,240,2.00108438129222
AG,AG 12,CTRL,Broth,0,MA,12,1,96,3.5854607295085006
AG,AG 12,CTRL,Broth,0,MA,12,2,72,3.7103994661168005
AG,AG 12,CTRL,Broth,0,MM,12,1,96,2.3869446243705745
AG,AG 12,CTRL,Broth,0,MM,12,2,96,2.3869446243705745
AG,AG 12,CTRL,Broth,0.015625,MA,12,1,96,3.5854607295085006
AG,AG 12,CTRL,Broth,0.015625,MA,12,2,192,3.2844307338445193
AG,AG 12,CTRL,Broth,0.015625,MM,12,1,216,2.034762106259212
AG,AG 12,CTRL,Broth,0.015625,MM,12,2,120,2.290034611362518
AG,AG 12,CTRL,Broth,0.03125,MA,12,1,96,3.5854607295085006
AG,AG 12,CTRL,Broth,0.03125,MA,12,2,264,3.146128035678238
AG,AG 12,CTRL,Broth,0.03125,MM,12,1,288,1.909823369650912
AG,AG 12,CTRL,Broth,0.03125,MM,12,2,72,2.5118833609788744
AG,AG 12,CTRL,Broth,0.0625,MA,12,1,1944,2.279035701957813
AG,AG 12,CTRL,Broth,0.0625,MA,12,2,120,3.4885507165004443
AG,AG 12,CTRL,Broth,0.0625,MM,12,1,120,2.290034611362518
AG,AG 12,CTRL,Broth,0.0625,MM,12,2,96,2.3869446243705745
AG,AG 12,CTRL,Broth,0.125,MA,12,1,192,3.2844307338445193
AG,AG 12,CTRL,Broth,0.125,MA,12,2,120,3.4885507165004443
AG,AG 12,CTRL,Broth,0.125,MM,12,1,96,2.3869446243705745
AG,AG 12,CTRL,Broth,0.125,MM,12,2,120,2.290034611362518
AG,AG 12,CTRL,Broth,0.25,MA,12,1,168,3.342422680822206
AG,AG 12,CTRL,Broth,0.25,MA,12,2,144,3.4093694704528192
AG,AG 12,CTRL,Broth,0.25,MM,12,1,96,2.3869446243705745
AG,AG 12,CTRL,Broth,0.25,MM,12,2,96,2.3869446243705745
AG,AG 12,CTRL,Broth,0.5,MA,12,1,144,3.4093694704528192
AG,AG 12,CTRL,Broth,0.5,MA,12,2,144,3.4093694704528192
AG,AG 12,CTRL,Broth,0.5,MM,12,1,168,2.14390657568428
AG,AG 12,CTRL,Broth,0.5,MM,12,2,192,2.0859146287065933
AG,AG 12,CTRL,Broth,1,MA,12,1,168,3.342422680822206
AG,AG 12,CTRL,Broth,1,MA,12,2,240,3.187520720836463
AG,AG 12,CTRL,Broth,1,MM,12,1,168,2.14390657568428
AG,AG 12,CTRL,Broth,1,MM,12,2,120,2.290034611362518
AG,AG 12,CTRL,DMSO,0,MA,12,1,394512,-0.02832825527499123
AG,AG 12,CTRL,DMSO,0,MA,12,2,360996,0.010229572796294632
AG,AG 12,CTRL,DMSO,0,MM,12,1,23064,0.006281228029991464
AG,AG 12,CTRL,DMSO,0,MM,12,2,19512,0.07891407010446867
AG,AG 12,CTRL,DMSO,0.0625,MA,12,1,425880,-0.06155528284714857
AG,AG 12,CTRL,DMSO,0.0625,MA,12,2,417168,-0.052579024750942394
AG,AG 12,CTRL,DMSO,0.0625,MM,12,1,19560,0.07784700695856019
AG,AG 12,CTRL,DMSO,0.0625,MM,12,2,16992.000000000004,0.13897135800876773
AG,AG 12,CTRL,DMSO,0.125,MA,12,1,397512,-0.03161828102333765
AG,AG 12,CTRL,DMSO,0.125,MA,12,2,352644,0.020395463532510084
AG,AG 12,CTRL,DMSO,0.125,MM,12,1,26376,-0.05199307672495373
AG,AG 12,CTRL,DMSO,0.125,MM,12,2,24000,-0.010995384301463145
AG,AG 12,CTRL,DMSO,0.25,MA,12,1,342732,0.03277730727309719
AG,AG 12,CTRL,DMSO,0.25,MA,12,2,374760,-0.0060212677297543276
AG,AG 12,CTRL,DMSO,0.25,MM,12,1,26376,-0.05199307672495373
AG,AG 12,CTRL,DMSO,0.25,MM,12,2,24912,-0.02719273781390219
AG,AG 12,CTRL,DMSO,0.5,MA,12,1,339252,0.0372095459026511
AG,AG 12,CTRL,DMSO,0.5,MA,12,2,322860,0.05871772011793159
AG,AG 12,CTRL,DMSO,0.5,MM,12,1,26760,-0.058270251685642635
AG,AG 12,CTRL,DMSO,0.5,MM,12,2,25464,-0.036710768202803834
AG,AG 12,CTRL,DMSO,1,MA,12,1,335556,0.04196695380614495
AG,AG 12,CTRL,DMSO,1,MA,12,2,331572,0.047154113646076176
AG,AG 12,CTRL,DMSO,1,MM,12,1,23400,-0
AG,AG 12,CTRL,DMSO,1,MM,12,2,23064,0.006281228029991464
AG,AG 12,CTRL,DMSO,2,MA,12,1,299916,0.09073232731086181
AG,AG 12,CTRL,DMSO,2,MA,12,2,298956,0.09212468848234154
AG,AG 12,CTRL,DMSO,2,MM,12,1,18312,0.10648007774365634
AG,AG 12,CTRL,DMSO,2,MM,12,2,19344,0.08266957389344617
AG,AG 12,CTRL,DMSO,4,MA,12,1,259308,0.1539160470040921
AG,AG 12,CTRL,DMSO,4,MA,12,2,278532,0.12285686492318189
AG,AG 12,CTRL,DMSO,4,MM,12,1,12504,0.2721668923990123
AG,AG 12,CTRL,DMSO,4,MM,12,2,14424.000000000002,0.21013014369579724
AG,AG 12,CTRL,NA,0,MA,12,1,328332,0.05141875040611461
AG,AG 12,CTRL,NA,0,MA,12,2,374556,-0.005784795863419837
