date,researcher,screening_round,extract,extract_fraction,concentration,organism,biological_rep,technical_rep,time_point,luminescence
20180822,SV,SV6,CTRL,DMSO,4,EC,1,1,0,258
20180822,SV,SV6,CTRL,DMSO,4,EC,1,2,0,254
20180822,SV,SV6,CTRL,Kanamycin,1000,EC,1,1,0,136
20180822,SV,SV6,CTRL,Kanamycin,1000,EC,1,2,0,102
20180822,SV,SV6,CTRL,Broth,1,EC,1,1,0,4
20180822,SV,SV6,CTRL,Broth,1,EC,1,2,0,4
20180822,SV,SV6,CTRL,DMSO,2,EC,1,1,0,312
20180822,SV,SV6,CTRL,DMSO,2,EC,1,2,0,316
20180822,SV,SV6,CTRL,Kanamycin,500,EC,1,1,0,194
20180822,SV,SV6,CTRL,Kanamycin,500,EC,1,2,0,192
20180822,SV,SV6,CTRL,Broth,0.5,EC,1,1,0,2
20180822,SV,SV6,CTRL,Broth,0.5,EC,1,2,0,2
20180822,SV,SV6,CTRL,DMSO,1,EC,1,1,0,374
20180822,SV,SV6,CTRL,DMSO,1,EC,1,2,0,372
20180822,SV,SV6,CTRL,Kanamycin,250,EC,1,1,0,304
20180822,SV,SV6,CTRL,Kanamycin,250,EC,1,2,0,278
20180822,SV,SV6,CTRL,Broth,0.25,EC,1,1,0,2
20180822,SV,SV6,CTRL,Broth,0.25,EC,1,2,0,2
20180822,SV,SV6,CTRL,DMSO,0.5,EC,1,1,0,378
20180822,SV,SV6,CTRL,DMSO,0.5,EC,1,2,0,374
20180822,SV,SV6,CTRL,Kanamycin,125,EC,1,1,0,334
20180822,SV,SV6,CTRL,Kanamycin,125,EC,1,2,0,332
20180822,SV,SV6,CTRL,Broth,0.125,EC,1,1,0,2
20180822,SV,SV6,CTRL,Broth,0.125,EC,1,2,0,2
20180822,SV,SV6,CTRL,DMSO,0.25,EC,1,1,0,424
20180822,SV,SV6,CTRL,DMSO,0.25,EC,1,2,0,380
20180822,SV,SV6,CTRL,Kanamycin,62.5,EC,1,1,0,336
20180822,SV,SV6,CTRL,Kanamycin,62.5,EC,1,2,0,360
20180822,SV,SV6,CTRL,Broth,0.0625,EC,1,1,0,0
20180822,SV,SV6,CTRL,Broth,0.0625,EC,1,2,0,2
20180822,SV,SV6,CTRL,DMSO,0.125,EC,1,1,0,348
20180822,SV,SV6,CTRL,DMSO,0.125,EC,1,2,0,396
20180822,SV,SV6,CTRL,Kanamycin,31.25,EC,1,1,0,388
20180822,SV,SV6,CTRL,Kanamycin,31.25,EC,1,2,0,352
20180822,SV,SV6,CTRL,Broth,0.03125,EC,1,1,0,0
20180822,SV,SV6,CTRL,Broth,0.03125,EC,1,2,0,2
20180822,SV,SV6,CTRL,DMSO,0.0625,EC,1,1,0,394
20180822,SV,SV6,CTRL,DMSO,0.0625,EC,1,2,0,382
20180822,SV,SV6,CTRL,Kanamycin,15.625,EC,1,1,0,386
20180822,SV,SV6,CTRL,Kanamycin,15.625,EC,1,2,0,392
20180822,SV,SV6,CTRL,Broth,0.015625,EC,1,1,0,2
20180822,SV,SV6,CTRL,Broth,0.015625,EC,1,2,0,0
20180822,SV,SV6,CTRL,DMSO,0,EC,1,1,0,372
20180822,SV,SV6,CTRL,DMSO,0,EC,1,2,0,384
20180822,SV,SV6,CTRL,Kanamycin,0,EC,1,1,0,338
20180822,SV,SV6,CTRL,Kanamycin,0,EC,1,2,0,370
20180822,SV,SV6,CTRL,Broth,0,EC,1,1,0,4
20180822,SV,SV6,CTRL,Broth,0,EC,1,2,0,2
20180822,SV,SV6,CTRL,DMSO,4,EC,1,1,2,138
20180822,SV,SV6,CTRL,DMSO,4,EC,1,2,2,132
20180822,SV,SV6,CTRL,Kanamycin,1000,EC,1,1,2,132
20180822,SV,SV6,CTRL,Kanamycin,1000,EC,1,2,2,120
20180822,SV,SV6,CTRL,Broth,1,EC,1,1,2,2
20180822,SV,SV6,CTRL,Broth,1,EC,1,2,2,2
20180822,SV,SV6,CTRL,DMSO,2,EC,1,1,2,238
20180822,SV,SV6,CTRL,DMSO,2,EC,1,2,2,200
20180822,SV,SV6,CTRL,Kanamycin,500,EC,1,1,2,184
20180822,SV,SV6,CTRL,Kanamycin,500,EC,1,2,2,210
20180822,SV,SV6,CTRL,Broth,0.5,EC,1,1,2,0
20180822,SV,SV6,CTRL,Broth,0.5,EC,1,2,2,0
20180822,SV,SV6,CTRL,DMSO,1,EC,1,1,2,284
20180822,SV,SV6,CTRL,DMSO,1,EC,1,2,2,270
20180822,SV,SV6,CTRL,Kanamycin,250,EC,1,1,2,322
20180822,SV,SV6,CTRL,Kanamycin,250,EC,1,2,2,306
20180822,SV,SV6,CTRL,Broth,0.25,EC,1,1,2,2
20180822,SV,SV6,CTRL,Broth,0.25,EC,1,2,2,2
20180822,SV,SV6,CTRL,DMSO,0.5,EC,1,1,2,308
20180822,SV,SV6,CTRL,DMSO,0.5,EC,1,2,2,314
20180822,SV,SV6,CTRL,Kanamycin,125,EC,1,1,2,318
20180822,SV,SV6,CTRL,Kanamycin,125,EC,1,2,2,326
20180822,SV,SV6,CTRL,Broth,0.125,EC,1,1,2,2
20180822,SV,SV6,CTRL,Broth,0.125,EC,1,2,2,0
20180822,SV,SV6,CTRL,DMSO,0.25,EC,1,1,2,328
20180822,SV,SV6,CTRL,DMSO,0.25,EC,1,2,2,344
20180822,SV,SV6,CTRL,Kanamycin,62.5,EC,1,1,2,362
20180822,SV,SV6,CTRL,Kanamycin,62.5,EC,1,2,2,348
20180822,SV,SV6,CTRL,Broth,0.0625,EC,1,1,2,0
20180822,SV,SV6,CTRL,Broth,0.0625,EC,1,2,2,0
20180822,SV,SV6,CTRL,DMSO,0.125,EC,1,1,2,294
20180822,SV,SV6,CTRL,DMSO,0.125,EC,1,2,2,322
20180822,SV,SV6,CTRL,Kanamycin,31.25,EC,1,1,2,308
20180822,SV,SV6,CTRL,Kanamycin,31.25,EC,1,2,2,352
20180822,SV,SV6,CTRL,Broth,0.03125,EC,1,1,2,2
20180822,SV,SV6,CTRL,Broth,0.03125,EC,1,2,2,8
20180822,SV,SV6,CTRL,DMSO,0.0625,EC,1,1,2,322
20180822,SV,SV6,CTRL,DMSO,0.0625,EC,1,2,2,350
20180822,SV,SV6,CTRL,Kanamycin,15.625,EC,1,1,2,300
20180822,SV,SV6,CTRL,Kanamycin,15.625,EC,1,2,2,318
20180822,SV,SV6,CTRL,Broth,0.015625,EC,1,1,2,2
20180822,SV,SV6,CTRL,Broth,0.015625,EC,1,2,2,6
20180822,SV,SV6,CTRL,DMSO,0,EC,1,1,2,276
20180822,SV,SV6,CTRL,DMSO,0,EC,1,2,2,300
20180822,SV,SV6,CTRL,Kanamycin,0,EC,1,1,2,306
20180822,SV,SV6,CTRL,Kanamycin,0,EC,1,2,2,304
20180822,SV,SV6,CTRL,Broth,0,EC,1,1,2,2
20180822,SV,SV6,CTRL,Broth,0,EC,1,2,2,2
20180822,SV,SV6,CTRL,DMSO,4,EC,1,1,4,368
20180822,SV,SV6,CTRL,DMSO,4,EC,1,2,4,316
20180822,SV,SV6,CTRL,Kanamycin,1000,EC,1,1,4,46
20180822,SV,SV6,CTRL,Kanamycin,1000,EC,1,2,4,44
20180822,SV,SV6,CTRL,Broth,1,EC,1,1,4,2
20180822,SV,SV6,CTRL,Broth,1,EC,1,2,4,2
20180822,SV,SV6,CTRL,DMSO,2,EC,1,1,4,1826
20180822,SV,SV6,CTRL,DMSO,2,EC,1,2,4,1886
20180822,SV,SV6,CTRL,Kanamycin,500,EC,1,1,4,118
20180822,SV,SV6,CTRL,Kanamycin,500,EC,1,2,4,86
20180822,SV,SV6,CTRL,Broth,0.5,EC,1,1,4,2
20180822,SV,SV6,CTRL,Broth,0.5,EC,1,2,4,2
20180822,SV,SV6,CTRL,DMSO,1,EC,1,1,4,3228
20180822,SV,SV6,CTRL,DMSO,1,EC,1,2,4,3372
20180822,SV,SV6,CTRL,Kanamycin,250,EC,1,1,4,140
20180822,SV,SV6,CTRL,Kanamycin,250,EC,1,2,4,154
20180822,SV,SV6,CTRL,Broth,0.25,EC,1,1,4,0
20180822,SV,SV6,CTRL,Broth,0.25,EC,1,2,4,2
20180822,SV,SV6,CTRL,DMSO,0.5,EC,1,1,4,3900
20180822,SV,SV6,CTRL,DMSO,0.5,EC,1,2,4,4088
20180822,SV,SV6,CTRL,Kanamycin,125,EC,1,1,4,150
20180822,SV,SV6,CTRL,Kanamycin,125,EC,1,2,4,180
20180822,SV,SV6,CTRL,Broth,0.125,EC,1,1,4,8
20180822,SV,SV6,CTRL,Broth,0.125,EC,1,2,4,2
20180822,SV,SV6,CTRL,DMSO,0.25,EC,1,1,4,4070
20180822,SV,SV6,CTRL,DMSO,0.25,EC,1,2,4,4270
20180822,SV,SV6,CTRL,Kanamycin,62.5,EC,1,1,4,186
20180822,SV,SV6,CTRL,Kanamycin,62.5,EC,1,2,4,188
20180822,SV,SV6,CTRL,Broth,0.0625,EC,1,1,4,2
20180822,SV,SV6,CTRL,Broth,0.0625,EC,1,2,4,2
20180822,SV,SV6,CTRL,DMSO,0.125,EC,1,1,4,4130
20180822,SV,SV6,CTRL,DMSO,0.125,EC,1,2,4,4440
20180822,SV,SV6,CTRL,Kanamycin,31.25,EC,1,1,4,178
20180822,SV,SV6,CTRL,Kanamycin,31.25,EC,1,2,4,192
20180822,SV,SV6,CTRL,Broth,0.03125,EC,1,1,4,4
20180822,SV,SV6,CTRL,Broth,0.03125,EC,1,2,4,0
20180822,SV,SV6,CTRL,DMSO,0.0625,EC,1,1,4,4284
20180822,SV,SV6,CTRL,DMSO,0.0625,EC,1,2,4,4258
20180822,SV,SV6,CTRL,Kanamycin,15.625,EC,1,1,4,236
20180822,SV,SV6,CTRL,Kanamycin,15.625,EC,1,2,4,182
20180822,SV,SV6,CTRL,Broth,0.015625,EC,1,1,4,2
20180822,SV,SV6,CTRL,Broth,0.015625,EC,1,2,4,2
20180822,SV,SV6,CTRL,DMSO,0,EC,1,1,4,5074
20180822,SV,SV6,CTRL,DMSO,0,EC,1,2,4,5078
20180822,SV,SV6,CTRL,Kanamycin,0,EC,1,1,4,2858
20180822,SV,SV6,CTRL,Kanamycin,0,EC,1,2,4,1842
20180822,SV,SV6,CTRL,Broth,0,EC,1,1,4,2
20180822,SV,SV6,CTRL,Broth,0,EC,1,2,4,0
20180822,SV,SV6,CTRL,DMSO,4,EC,1,1,7,10100
20180822,SV,SV6,CTRL,DMSO,4,EC,1,2,7,9954
20180822,SV,SV6,CTRL,Kanamycin,1000,EC,1,1,7,48
20180822,SV,SV6,CTRL,Kanamycin,1000,EC,1,2,7,38
20180822,SV,SV6,CTRL,Broth,1,EC,1,1,7,2
20180822,SV,SV6,CTRL,Broth,1,EC,1,2,7,0
20180822,SV,SV6,CTRL,DMSO,2,EC,1,1,7,25883
20180822,SV,SV6,CTRL,DMSO,2,EC,1,2,7,26561
20180822,SV,SV6,CTRL,Kanamycin,500,EC,1,1,7,76
20180822,SV,SV6,CTRL,Kanamycin,500,EC,1,2,7,60
20180822,SV,SV6,CTRL,Broth,0.5,EC,1,1,7,0
20180822,SV,SV6,CTRL,Broth,0.5,EC,1,2,7,0
20180822,SV,SV6,CTRL,DMSO,1,EC,1,1,7,34039
20180822,SV,SV6,CTRL,DMSO,1,EC,1,2,7,36278
20180822,SV,SV6,CTRL,Kanamycin,250,EC,1,1,7,148
20180822,SV,SV6,CTRL,Kanamycin,250,EC,1,2,7,106
20180822,SV,SV6,CTRL,Broth,0.25,EC,1,1,7,0
20180822,SV,SV6,CTRL,Broth,0.25,EC,1,2,7,2
20180822,SV,SV6,CTRL,DMSO,0.5,EC,1,1,7,36510
20180822,SV,SV6,CTRL,DMSO,0.5,EC,1,2,7,39029
20180822,SV,SV6,CTRL,Kanamycin,125,EC,1,1,7,148
20180822,SV,SV6,CTRL,Kanamycin,125,EC,1,2,7,150
20180822,SV,SV6,CTRL,Broth,0.125,EC,1,1,7,0
20180822,SV,SV6,CTRL,Broth,0.125,EC,1,2,7,0
20180822,SV,SV6,CTRL,DMSO,0.25,EC,1,1,7,36842
20180822,SV,SV6,CTRL,DMSO,0.25,EC,1,2,7,41616
20180822,SV,SV6,CTRL,Kanamycin,62.5,EC,1,1,7,182
20180822,SV,SV6,CTRL,Kanamycin,62.5,EC,1,2,7,188
20180822,SV,SV6,CTRL,Broth,0.0625,EC,1,1,7,2
20180822,SV,SV6,CTRL,Broth,0.0625,EC,1,2,7,0
20180822,SV,SV6,CTRL,DMSO,0.125,EC,1,1,7,36186
20180822,SV,SV6,CTRL,DMSO,0.125,EC,1,2,7,41166
20180822,SV,SV6,CTRL,Kanamycin,31.25,EC,1,1,7,168
20180822,SV,SV6,CTRL,Kanamycin,31.25,EC,1,2,7,138
20180822,SV,SV6,CTRL,Broth,0.03125,EC,1,1,7,2
20180822,SV,SV6,CTRL,Broth,0.03125,EC,1,2,7,0
20180822,SV,SV6,CTRL,DMSO,0.0625,EC,1,1,7,35894
20180822,SV,SV6,CTRL,DMSO,0.0625,EC,1,2,7,39667
20180822,SV,SV6,CTRL,Kanamycin,15.625,EC,1,1,7,2598
20180822,SV,SV6,CTRL,Kanamycin,15.625,EC,1,2,7,1836
20180822,SV,SV6,CTRL,Broth,0.015625,EC,1,1,7,2
20180822,SV,SV6,CTRL,Broth,0.015625,EC,1,2,7,6
20180822,SV,SV6,CTRL,DMSO,0,EC,1,1,7,41694
20180822,SV,SV6,CTRL,DMSO,0,EC,1,2,7,45814
20180822,SV,SV6,CTRL,Kanamycin,0,EC,1,1,7,29014
20180822,SV,SV6,CTRL,Kanamycin,0,EC,1,2,7,23160
20180822,SV,SV6,CTRL,Broth,0,EC,1,1,7,0
20180822,SV,SV6,CTRL,Broth,0,EC,1,2,7,0
20180822,SV,SV6,MC10-102,CRUDE,1000,EC,1,1,0,258
20180822,SV,SV6,MC10-102,CRUDE,1000,EC,1,2,0,238
20180822,SV,SV6,MC10-102,1,1000,EC,1,1,0,492
20180822,SV,SV6,MC10-102,1,1000,EC,1,2,0,482
20180822,SV,SV6,MC10-102,2,1000,EC,1,1,0,424
20180822,SV,SV6,MC10-102,2,1000,EC,1,2,0,412
20180822,SV,SV6,MC10-102,3,1000,EC,1,1,0,456
20180822,SV,SV6,MC10-102,3,1000,EC,1,2,0,438
20180822,SV,SV6,MC10-102,4,1000,EC,1,1,0,248
20180822,SV,SV6,MC10-102,4,1000,EC,1,2,0,218
20180822,SV,SV6,MC10-102,5,1000,EC,1,1,0,98
20180822,SV,SV6,MC10-102,5,1000,EC,1,2,0,118
20180822,SV,SV6,MC10-102,CRUDE,500,EC,1,1,0,338
20180822,SV,SV6,MC10-102,CRUDE,500,EC,1,2,0,314
20180822,SV,SV6,MC10-102,1,500,EC,1,1,0,468
20180822,SV,SV6,MC10-102,1,500,EC,1,2,0,468
20180822,SV,SV6,MC10-102,2,500,EC,1,1,0,508
20180822,SV,SV6,MC10-102,2,500,EC,1,2,0,420
20180822,SV,SV6,MC10-102,3,500,EC,1,1,0,410
20180822,SV,SV6,MC10-102,3,500,EC,1,2,0,428
20180822,SV,SV6,MC10-102,4,500,EC,1,1,0,504
20180822,SV,SV6,MC10-102,4,500,EC,1,2,0,564
20180822,SV,SV6,MC10-102,5,500,EC,1,1,0,502
20180822,SV,SV6,MC10-102,5,500,EC,1,2,0,508
20180822,SV,SV6,MC10-102,CRUDE,250,EC,1,1,0,412
20180822,SV,SV6,MC10-102,CRUDE,250,EC,1,2,0,364
20180822,SV,SV6,MC10-102,1,250,EC,1,1,0,568
20180822,SV,SV6,MC10-102,1,250,EC,1,2,0,574
20180822,SV,SV6,MC10-102,2,250,EC,1,1,0,554
20180822,SV,SV6,MC10-102,2,250,EC,1,2,0,478
20180822,SV,SV6,MC10-102,3,250,EC,1,1,0,520
20180822,SV,SV6,MC10-102,3,250,EC,1,2,0,536
20180822,SV,SV6,MC10-102,4,250,EC,1,1,0,506
20180822,SV,SV6,MC10-102,4,250,EC,1,2,0,504
20180822,SV,SV6,MC10-102,5,250,EC,1,1,0,508
20180822,SV,SV6,MC10-102,5,250,EC,1,2,0,514
20180822,SV,SV6,MC10-102,CRUDE,125,EC,1,1,0,408
20180822,SV,SV6,MC10-102,CRUDE,125,EC,1,2,0,432
20180822,SV,SV6,MC10-102,1,125,EC,1,1,0,540
20180822,SV,SV6,MC10-102,1,125,EC,1,2,0,486
20180822,SV,SV6,MC10-102,2,125,EC,1,1,0,468
20180822,SV,SV6,MC10-102,2,125,EC,1,2,0,434
20180822,SV,SV6,MC10-102,3,125,EC,1,1,0,514
20180822,SV,SV6,MC10-102,3,125,EC,1,2,0,530
20180822,SV,SV6,MC10-102,4,125,EC,1,1,0,560
20180822,SV,SV6,MC10-102,4,125,EC,1,2,0,478
20180822,SV,SV6,MC10-102,5,125,EC,1,1,0,526
20180822,SV,SV6,MC10-102,5,125,EC,1,2,0,474
20180822,SV,SV6,MC10-102,CRUDE,62.5,EC,1,1,0,432
20180822,SV,SV6,MC10-102,CRUDE,62.5,EC,1,2,0,454
20180822,SV,SV6,MC10-102,1,62.5,EC,1,1,0,504
20180822,SV,SV6,MC10-102,1,62.5,EC,1,2,0,506
20180822,SV,SV6,MC10-102,2,62.5,EC,1,1,0,504
20180822,SV,SV6,MC10-102,2,62.5,EC,1,2,0,450
20180822,SV,SV6,MC10-102,3,62.5,EC,1,1,0,498
20180822,SV,SV6,MC10-102,3,62.5,EC,1,2,0,484
20180822,SV,SV6,MC10-102,4,62.5,EC,1,1,0,480
20180822,SV,SV6,MC10-102,4,62.5,EC,1,2,0,472
20180822,SV,SV6,MC10-102,5,62.5,EC,1,1,0,478
20180822,SV,SV6,MC10-102,5,62.5,EC,1,2,0,462
20180822,SV,SV6,MC10-102,CRUDE,31.25,EC,1,1,0,444
20180822,SV,SV6,MC10-102,CRUDE,31.25,EC,1,2,0,504
20180822,SV,SV6,MC10-102,1,31.25,EC,1,1,0,484
20180822,SV,SV6,MC10-102,1,31.25,EC,1,2,0,464
20180822,SV,SV6,MC10-102,2,31.25,EC,1,1,0,496
20180822,SV,SV6,MC10-102,2,31.25,EC,1,2,0,450
20180822,SV,SV6,MC10-102,3,31.25,EC,1,1,0,522
20180822,SV,SV6,MC10-102,3,31.25,EC,1,2,0,460
20180822,SV,SV6,MC10-102,4,31.25,EC,1,1,0,452
20180822,SV,SV6,MC10-102,4,31.25,EC,1,2,0,486
20180822,SV,SV6,MC10-102,5,31.25,EC,1,1,0,492
20180822,SV,SV6,MC10-102,5,31.25,EC,1,2,0,440
20180822,SV,SV6,MC10-102,CRUDE,15.625,EC,1,1,0,432
20180822,SV,SV6,MC10-102,CRUDE,15.625,EC,1,2,0,418
20180822,SV,SV6,MC10-102,1,15.625,EC,1,1,0,450
20180822,SV,SV6,MC10-102,1,15.625,EC,1,2,0,468
20180822,SV,SV6,MC10-102,2,15.625,EC,1,1,0,496
20180822,SV,SV6,MC10-102,2,15.625,EC,1,2,0,494
20180822,SV,SV6,MC10-102,3,15.625,EC,1,1,0,446
20180822,SV,SV6,MC10-102,3,15.625,EC,1,2,0,470
20180822,SV,SV6,MC10-102,4,15.625,EC,1,1,0,438
20180822,SV,SV6,MC10-102,4,15.625,EC,1,2,0,436
20180822,SV,SV6,MC10-102,5,15.625,EC,1,1,0,450
20180822,SV,SV6,MC10-102,5,15.625,EC,1,2,0,432
20180822,SV,SV6,MC10-102,CRUDE,0,EC,1,1,0,442
20180822,SV,SV6,MC10-102,CRUDE,0,EC,1,2,0,440
20180822,SV,SV6,MC10-102,1,0,EC,1,1,0,452
20180822,SV,SV6,MC10-102,1,0,EC,1,2,0,472
20180822,SV,SV6,MC10-102,2,0,EC,1,1,0,464
20180822,SV,SV6,MC10-102,2,0,EC,1,2,0,480
20180822,SV,SV6,MC10-102,3,0,EC,1,1,0,454
20180822,SV,SV6,MC10-102,3,0,EC,1,2,0,440
20180822,SV,SV6,MC10-102,4,0,EC,1,1,0,480
20180822,SV,SV6,MC10-102,4,0,EC,1,2,0,480
20180822,SV,SV6,MC10-102,5,0,EC,1,1,0,414
20180822,SV,SV6,MC10-102,5,0,EC,1,2,0,456
20180822,SV,SV6,MC10-102,CRUDE,1000,EC,1,1,2,204
20180822,SV,SV6,MC10-102,CRUDE,1000,EC,1,2,2,176
20180822,SV,SV6,MC10-102,1,1000,EC,1,1,2,198
20180822,SV,SV6,MC10-102,1,1000,EC,1,2,2,202
20180822,SV,SV6,MC10-102,2,1000,EC,1,1,2,196
20180822,SV,SV6,MC10-102,2,1000,EC,1,2,2,188
20180822,SV,SV6,MC10-102,3,1000,EC,1,1,2,232
20180822,SV,SV6,MC10-102,3,1000,EC,1,2,2,240
20180822,SV,SV6,MC10-102,4,1000,EC,1,1,2,126
20180822,SV,SV6,MC10-102,4,1000,EC,1,2,2,140
20180822,SV,SV6,MC10-102,5,1000,EC,1,1,2,46
20180822,SV,SV6,MC10-102,5,1000,EC,1,2,2,60
20180822,SV,SV6,MC10-102,CRUDE,500,EC,1,1,2,304
20180822,SV,SV6,MC10-102,CRUDE,500,EC,1,2,2,328
20180822,SV,SV6,MC10-102,1,500,EC,1,1,2,260
20180822,SV,SV6,MC10-102,1,500,EC,1,2,2,214
20180822,SV,SV6,MC10-102,2,500,EC,1,1,2,244
20180822,SV,SV6,MC10-102,2,500,EC,1,2,2,202
20180822,SV,SV6,MC10-102,3,500,EC,1,1,2,260
20180822,SV,SV6,MC10-102,3,500,EC,1,2,2,236
20180822,SV,SV6,MC10-102,4,500,EC,1,1,2,396
20180822,SV,SV6,MC10-102,4,500,EC,1,2,2,354
20180822,SV,SV6,MC10-102,5,500,EC,1,1,2,350
20180822,SV,SV6,MC10-102,5,500,EC,1,2,2,436
20180822,SV,SV6,MC10-102,CRUDE,250,EC,1,1,2,422
20180822,SV,SV6,MC10-102,CRUDE,250,EC,1,2,2,476
20180822,SV,SV6,MC10-102,1,250,EC,1,1,2,322
20180822,SV,SV6,MC10-102,1,250,EC,1,2,2,334
20180822,SV,SV6,MC10-102,2,250,EC,1,1,2,330
20180822,SV,SV6,MC10-102,2,250,EC,1,2,2,294
20180822,SV,SV6,MC10-102,3,250,EC,1,1,2,330
20180822,SV,SV6,MC10-102,3,250,EC,1,2,2,298
20180822,SV,SV6,MC10-102,4,250,EC,1,1,2,390
20180822,SV,SV6,MC10-102,4,250,EC,1,2,2,376
20180822,SV,SV6,MC10-102,5,250,EC,1,1,2,374
20180822,SV,SV6,MC10-102,5,250,EC,1,2,2,366
20180822,SV,SV6,MC10-102,CRUDE,125,EC,1,1,2,364
20180822,SV,SV6,MC10-102,CRUDE,125,EC,1,2,2,384
20180822,SV,SV6,MC10-102,1,125,EC,1,1,2,326
20180822,SV,SV6,MC10-102,1,125,EC,1,2,2,340
20180822,SV,SV6,MC10-102,2,125,EC,1,1,2,322
20180822,SV,SV6,MC10-102,2,125,EC,1,2,2,310
20180822,SV,SV6,MC10-102,3,125,EC,1,1,2,272
20180822,SV,SV6,MC10-102,3,125,EC,1,2,2,312
20180822,SV,SV6,MC10-102,4,125,EC,1,1,2,382
20180822,SV,SV6,MC10-102,4,125,EC,1,2,2,378
20180822,SV,SV6,MC10-102,5,125,EC,1,1,2,386
20180822,SV,SV6,MC10-102,5,125,EC,1,2,2,372
20180822,SV,SV6,MC10-102,CRUDE,62.5,EC,1,1,2,376
20180822,SV,SV6,MC10-102,CRUDE,62.5,EC,1,2,2,362
20180822,SV,SV6,MC10-102,1,62.5,EC,1,1,2,352
20180822,SV,SV6,MC10-102,1,62.5,EC,1,2,2,358
20180822,SV,SV6,MC10-102,2,62.5,EC,1,1,2,336
20180822,SV,SV6,MC10-102,2,62.5,EC,1,2,2,392
20180822,SV,SV6,MC10-102,3,62.5,EC,1,1,2,354
20180822,SV,SV6,MC10-102,3,62.5,EC,1,2,2,342
20180822,SV,SV6,MC10-102,4,62.5,EC,1,1,2,372
20180822,SV,SV6,MC10-102,4,62.5,EC,1,2,2,396
20180822,SV,SV6,MC10-102,5,62.5,EC,1,1,2,408
20180822,SV,SV6,MC10-102,5,62.5,EC,1,2,2,356
20180822,SV,SV6,MC10-102,CRUDE,31.25,EC,1,1,2,342
20180822,SV,SV6,MC10-102,CRUDE,31.25,EC,1,2,2,370
20180822,SV,SV6,MC10-102,1,31.25,EC,1,1,2,344
20180822,SV,SV6,MC10-102,1,31.25,EC,1,2,2,362
20180822,SV,SV6,MC10-102,2,31.25,EC,1,1,2,364
20180822,SV,SV6,MC10-102,2,31.25,EC,1,2,2,358
20180822,SV,SV6,MC10-102,3,31.25,EC,1,1,2,354
20180822,SV,SV6,MC10-102,3,31.25,EC,1,2,2,378
20180822,SV,SV6,MC10-102,4,31.25,EC,1,1,2,356
20180822,SV,SV6,MC10-102,4,31.25,EC,1,2,2,394
20180822,SV,SV6,MC10-102,5,31.25,EC,1,1,2,400
20180822,SV,SV6,MC10-102,5,31.25,EC,1,2,2,380
20180822,SV,SV6,MC10-102,CRUDE,15.625,EC,1,1,2,384
20180822,SV,SV6,MC10-102,CRUDE,15.625,EC,1,2,2,304
20180822,SV,SV6,MC10-102,1,15.625,EC,1,1,2,340
20180822,SV,SV6,MC10-102,1,15.625,EC,1,2,2,370
20180822,SV,SV6,MC10-102,2,15.625,EC,1,1,2,386
20180822,SV,SV6,MC10-102,2,15.625,EC,1,2,2,376
20180822,SV,SV6,MC10-102,3,15.625,EC,1,1,2,398
20180822,SV,SV6,MC10-102,3,15.625,EC,1,2,2,344
20180822,SV,SV6,MC10-102,4,15.625,EC,1,1,2,400
20180822,SV,SV6,MC10-102,4,15.625,EC,1,2,2,374
20180822,SV,SV6,MC10-102,5,15.625,EC,1,1,2,372
20180822,SV,SV6,MC10-102,5,15.625,EC,1,2,2,378
20180822,SV,SV6,MC10-102,CRUDE,0,EC,1,1,2,322
20180822,SV,SV6,MC10-102,CRUDE,0,EC,1,2,2,340
20180822,SV,SV6,MC10-102,1,0,EC,1,1,2,372
20180822,SV,SV6,MC10-102,1,0,EC,1,2,2,350
20180822,SV,SV6,MC10-102,2,0,EC,1,1,2,332
20180822,SV,SV6,MC10-102,2,0,EC,1,2,2,372
20180822,SV,SV6,MC10-102,3,0,EC,1,1,2,400
20180822,SV,SV6,MC10-102,3,0,EC,1,2,2,372
20180822,SV,SV6,MC10-102,4,0,EC,1,1,2,402
20180822,SV,SV6,MC10-102,4,0,EC,1,2,2,388
20180822,SV,SV6,MC10-102,5,0,EC,1,1,2,370
20180822,SV,SV6,MC10-102,5,0,EC,1,2,2,400
20180822,SV,SV6,MC10-102,CRUDE,1000,EC,1,1,4,628
20180822,SV,SV6,MC10-102,CRUDE,1000,EC,1,2,4,586
20180822,SV,SV6,MC10-102,1,1000,EC,1,1,4,728
20180822,SV,SV6,MC10-102,1,1000,EC,1,2,4,720
20180822,SV,SV6,MC10-102,2,1000,EC,1,1,4,562
20180822,SV,SV6,MC10-102,2,1000,EC,1,2,4,488
20180822,SV,SV6,MC10-102,3,1000,EC,1,1,4,614
20180822,SV,SV6,MC10-102,3,1000,EC,1,2,4,436
20180822,SV,SV6,MC10-102,4,1000,EC,1,1,4,102
20180822,SV,SV6,MC10-102,4,1000,EC,1,2,4,72
20180822,SV,SV6,MC10-102,5,1000,EC,1,1,4,46
20180822,SV,SV6,MC10-102,5,1000,EC,1,2,4,42
20180822,SV,SV6,MC10-102,CRUDE,500,EC,1,1,4,1814
20180822,SV,SV6,MC10-102,CRUDE,500,EC,1,2,4,1758
20180822,SV,SV6,MC10-102,1,500,EC,1,1,4,2006
20180822,SV,SV6,MC10-102,1,500,EC,1,2,4,1846
20180822,SV,SV6,MC10-102,2,500,EC,1,1,4,2380
20180822,SV,SV6,MC10-102,2,500,EC,1,2,4,2486
